"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm2",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 22:30:35 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 22:31:10,1.804,0.401,97.796,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,1124.0,2501.0
18-09 22:31:11,1.796,0.599,97.605,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1070.0,2409.0
18-09 22:31:12,1.600,0.600,97.800,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1041.0,2409.0
18-09 22:31:13,13.052,1.606,80.120,5.221,0.0,0.0,1843200.0,0.0,14347.0,14335.0,0.0,0.0,1902.0,3542.0
18-09 22:31:14,6.024,0.402,90.361,3.012,0.0,0.201,860160.0,53248.0,1087344.0,23156.0,0.0,0.0,1539.0,3119.0
18-09 22:31:15,1.006,0.604,98.390,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1070.0,2593.0
18-09 22:31:16,3.400,2.600,92.800,0.0,0.0,1.200,4096.0,65536.0,21763197.0,50835.0,0.0,0.0,5063.0,3480.0
18-09 22:31:17,1.006,0.402,98.592,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1066.0,2535.0
18-09 22:31:18,1.207,0.604,98.189,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1094.0,2599.0
18-09 22:31:19,0.405,0.607,98.381,0.607,0.0,0.0,0.0,77824.0,211.0,831.0,0.0,0.0,1071.0,2546.0
18-09 22:31:20,2.008,0.0,97.992,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1045.0,2493.0
18-09 22:31:21,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1065.0,2540.0
18-09 22:31:22,1.406,0.402,98.193,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,1088.0,2526.0
18-09 22:31:23,1.006,0.805,98.189,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1093.0,2539.0
18-09 22:31:24,1.207,0.402,98.390,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1073.0,2509.0
18-09 22:31:25,1.610,0.805,97.384,0.201,0.0,0.0,0.0,16384.0,211.0,831.0,0.0,0.0,1140.0,2596.0
18-09 22:31:26,1.012,0.405,98.583,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1147.0,2563.0
18-09 22:31:27,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1137.0,2528.0
18-09 22:31:28,1.804,0.401,97.796,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,1117.0,2491.0
18-09 22:31:29,0.404,0.606,98.990,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1063.0,2417.0
18-09 22:31:30,8.889,1.212,84.646,5.253,0.0,0.0,2080768.0,0.0,13246.0,3305.0,0.0,0.0,1820.0,3560.0
18-09 22:31:31,28.195,2.840,63.489,5.477,0.0,0.0,5103616.0,20480.0,739.0,1883.0,0.0,0.0,2678.0,4217.0
18-09 22:31:32,24.797,2.033,63.821,9.350,0.0,0.0,3309568.0,0.0,1405.0,2096.0,0.0,0.0,3555.0,5064.0
18-09 22:31:33,34.686,6.491,40.974,17.850,0.0,0.0,4698112.0,0.0,219216.0,10211.0,0.0,0.0,4660.0,7655.0
18-09 22:31:34,22.921,4.260,28.803,43.813,0.0,0.203,3788800.0,0.0,211.0,978.0,0.0,0.0,3055.0,5411.0
18-09 22:31:35,39.634,3.659,24.797,31.911,0.0,0.0,4689920.0,0.0,105.0,454.0,0.0,0.0,2922.0,4517.0
18-09 22:31:36,85.598,3.651,6.897,3.854,0.0,0.0,1372160.0,315392.0,171.0,586.0,0.0,0.0,2536.0,3161.0
18-09 22:31:37,92.585,6.012,1.002,0.401,0.0,0.0,3350528.0,0.0,847.0,1314.0,0.0,0.0,2768.0,3615.0
18-09 22:31:38,63.434,4.646,17.980,13.939,0.0,0.0,3047424.0,0.0,4229.0,5264.0,0.0,0.0,2480.0,4087.0
18-09 22:31:39,57.460,2.218,23.790,16.532,0.0,0.0,1536000.0,40960.0,105.0,652.0,0.0,0.0,2225.0,3725.0
18-09 22:31:40,76.016,6.911,15.041,2.033,0.0,0.0,2785280.0,0.0,9835.0,5378.0,0.0,0.0,2656.0,3873.0
18-09 22:31:41,74.451,4.990,11.776,8.583,0.0,0.200,32854016.0,106496.0,10689.0,3510.0,0.0,0.0,2416.0,4452.0
18-09 22:31:42,68.623,3.441,16.599,11.336,0.0,0.0,11313152.0,0.0,321.0,826.0,0.0,0.0,2241.0,3797.0
18-09 22:31:43,56.740,1.006,41.851,0.402,0.0,0.0,270336.0,0.0,3725.0,8709.0,0.0,0.0,2022.0,3588.0
18-09 22:31:44,96.806,2.994,0.200,0.0,0.0,0.0,10514432.0,32768.0,1155.0,951.0,0.0,0.0,2459.0,4330.0
18-09 22:31:45,93.988,3.808,0.802,0.802,0.0,0.601,21426176.0,0.0,1050.0,748.0,0.0,0.0,2757.0,6382.0
18-09 22:31:46,65.182,6.478,11.943,15.789,0.0,0.607,73437184.0,90112.0,3572.0,6445.0,0.0,0.0,3081.0,7224.0
18-09 22:31:47,57.661,5.444,21.573,15.121,0.0,0.202,84541440.0,0.0,105.0,454.0,0.0,0.0,2643.0,6365.0
18-09 22:31:48,37.652,3.846,32.591,25.304,0.0,0.607,78254080.0,0.0,105.0,454.0,0.0,0.0,2281.0,5844.0
18-09 22:31:49,28.687,3.030,36.566,31.515,0.0,0.202,40177664.0,22024192.0,639.0,4946.0,0.0,0.0,1875.0,4667.0
18-09 22:31:50,36.196,3.885,24.335,34.969,0.0,0.613,78471168.0,0.0,105.0,454.0,0.0,0.0,2599.0,6357.0
18-09 22:31:51,37.022,4.427,31.590,26.559,0.0,0.402,78798848.0,81920.0,105.0,454.0,0.0,0.0,2435.0,6609.0
18-09 22:31:52,42.424,6.869,26.869,23.030,0.0,0.808,82595840.0,0.0,639.0,4946.0,0.0,0.0,2672.0,6844.0
18-09 22:31:53,52.800,7.0,15.200,24.600,0.0,0.400,86155264.0,0.0,5379.0,2218.0,0.0,0.0,3058.0,7365.0
18-09 22:31:54,35.102,6.327,19.592,38.980,0.0,0.0,76013568.0,0.0,1863.0,1042.0,0.0,0.0,2700.0,6878.0
18-09 22:31:55,39.279,5.611,25.251,29.459,0.0,0.401,82026496.0,0.0,639.0,4946.0,0.0,0.0,2756.0,7207.0
18-09 22:31:56,36.072,6.012,20.040,37.675,0.0,0.200,72990720.0,45056.0,105.0,454.0,0.0,0.0,2404.0,6410.0
18-09 22:31:57,41.683,4.810,27.455,25.451,0.0,0.601,80896000.0,4096.0,105.0,454.0,0.0,0.0,2524.0,6783.0
18-09 22:31:58,34.747,4.646,28.081,32.121,0.0,0.404,70762496.0,0.0,639.0,4946.0,0.0,0.0,2538.0,6736.0
18-09 22:31:59,32.937,4.960,35.913,25.595,0.0,0.595,76943360.0,0.0,105.0,454.0,0.0,0.0,2430.0,6563.0
18-09 22:32:00,30.707,4.646,27.273,36.768,0.0,0.606,67907584.0,0.0,2208.0,6200.0,0.0,0.0,2552.0,7312.0
18-09 22:32:01,27.218,4.637,48.387,19.556,0.0,0.202,28590080.0,196608.0,5345.0,15679.0,0.0,0.0,2906.0,6357.0
18-09 22:32:02,3.036,1.215,95.749,0.0,0.0,0.0,0.0,32768.0,1937.0,4664.0,0.0,0.0,1303.0,2895.0
18-09 22:32:03,1.210,0.202,98.589,0.0,0.0,0.0,0.0,0.0,5079.0,273525.0,0.0,0.0,880.0,2238.0
18-09 22:32:04,1.603,0.601,96.994,0.802,0.0,0.0,4096.0,24276992.0,664.0,33872.0,0.0,0.0,984.0,2284.0
18-09 22:32:05,1.807,0.402,96.185,1.606,0.0,0.0,4276224.0,0.0,13547.0,2256928.0,0.0,0.0,1306.0,2816.0
18-09 22:32:06,1.613,0.403,96.976,0.806,0.0,0.202,6963200.0,155648.0,19884.0,8036126.0,0.0,0.0,1439.0,3341.0
18-09 22:32:07,2.245,1.020,95.510,0.612,0.0,0.612,39641088.0,0.0,128713.0,39169092.0,0.0,0.0,2664.0,4617.0
18-09 22:32:08,1.833,2.037,89.817,6.314,0.0,0.0,67665920.0,0.0,214394.0,69945140.0,0.0,0.0,3338.0,5106.0
18-09 22:32:09,2.231,1.217,80.933,15.416,0.0,0.203,69382144.0,1163264.0,303401.0,68535830.0,0.0,0.0,3442.0,4787.0
18-09 22:32:10,1.852,1.646,85.185,11.317,0.0,0.0,83718144.0,0.0,390465.0,84842552.0,0.0,0.0,4158.0,5680.0
18-09 22:32:11,2.083,0.417,95.0,2.500,0.0,0.0,65179648.0,0.0,407633.0,70512164.0,0.0,0.0,4167.0,5493.0
18-09 22:32:12,2.240,1.629,89.613,6.517,0.0,0.0,74801152.0,40960.0,258877.0,71368475.0,0.0,0.0,3741.0,5396.0
18-09 22:32:13,1.863,0.828,84.679,12.629,0.0,0.0,76152832.0,0.0,318538.0,79036180.0,0.0,0.0,3947.0,5358.0
18-09 22:32:14,2.041,1.224,72.245,24.490,0.0,0.0,52305920.0,7888896.0,174348.0,54095753.0,0.0,0.0,3160.0,4538.0
18-09 22:32:15,1.619,1.215,64.372,32.794,0.0,0.0,21110784.0,44728320.0,100932.0,21280720.0,0.0,0.0,1970.0,3598.0
18-09 22:32:16,1.626,0.610,68.699,29.065,0.0,0.0,14700544.0,60203008.0,64844.0,14855439.0,0.0,0.0,1872.0,3520.0
18-09 22:32:17,1.616,1.010,73.131,24.242,0.0,0.0,16801792.0,49364992.0,56284.0,17016158.0,0.0,0.0,2020.0,3643.0
18-09 22:32:18,2.016,1.008,64.516,32.460,0.0,0.0,14680064.0,63561728.0,57492.0,15331639.0,0.0,0.0,1891.0,3453.0
18-09 22:32:19,1.212,0.808,94.545,3.434,0.0,0.0,4096.0,72757248.0,212.0,148438.0,0.0,0.0,1239.0,2838.0
18-09 22:32:20,1.202,0.802,97.996,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1195.0,2747.0
18-09 22:32:21,1.406,0.602,97.992,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1198.0,2764.0
18-09 22:32:22,2.008,0.402,97.590,0.0,0.0,0.0,0.0,0.0,212.0,832.0,0.0,0.0,1240.0,2795.0
18-09 22:32:23,1.207,1.006,96.177,1.610,0.0,0.0,0.0,53248.0,106.0,308.0,0.0,0.0,1230.0,2802.0
18-09 22:32:24,1.408,0.604,97.988,0.0,0.0,0.0,0.0,200704.0,106.0,308.0,0.0,0.0,1262.0,2805.0
18-09 22:32:25,1.408,0.805,97.787,0.0,0.0,0.0,0.0,0.0,212.0,832.0,0.0,0.0,1261.0,2805.0
18-09 22:32:26,1.408,0.402,98.189,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1231.0,2789.0
18-09 22:32:27,1.411,0.202,98.387,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1203.0,2747.0
18-09 22:32:28,1.807,1.004,97.189,0.0,0.0,0.0,36864.0,0.0,321.0,832.0,0.0,0.0,1208.0,2745.0
18-09 22:32:29,1.406,0.602,96.787,1.205,0.0,0.0,0.0,73728.0,106.0,308.0,0.0,0.0,1234.0,2773.0
18-09 22:32:30,1.408,0.201,98.390,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1185.0,2710.0
18-09 22:32:31,9.658,0.402,89.738,0.201,0.0,0.0,233472.0,0.0,2469.0,4335.0,0.0,0.0,1670.0,3363.0
18-09 22:32:32,1.205,0.602,98.193,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1134.0,2643.0
18-09 22:32:33,1.800,0.400,97.800,0.0,0.0,0.0,0.0,0.0,106.0,308.0,0.0,0.0,1194.0,2749.0
18-09 22:32:34,1.815,0.605,97.581,0.0,0.0,0.0,0.0,8192.0,8897.0,9069.0,0.0,0.0,1346.0,2995.0
18-09 22:32:35,1.207,0.402,97.988,0.402,0.0,0.0,0.0,98304.0,107.0,308.0,0.0,0.0,1136.0,2689.0
18-09 22:32:36,1.408,0.402,98.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1148.0,2696.0
18-09 22:32:37,3.213,2.209,94.378,0.0,0.0,0.201,0.0,65536.0,17865769.0,47173.0,0.0,0.0,3415.0,3732.0
18-09 22:32:38,1.606,0.803,97.390,0.0,0.0,0.201,0.0,0.0,3900045.0,11761.0,0.0,0.0,2084.0,2823.0
18-09 22:32:39,1.408,0.402,98.189,0.0,0.0,0.0,0.0,8192.0,107.0,309.0,0.0,0.0,1189.0,2717.0
18-09 22:32:40,1.010,0.606,98.384,0.0,0.0,0.0,0.0,0.0,14561.0,15044.0,0.0,0.0,1209.0,2743.0
18-09 22:32:41,2.012,1.006,96.177,0.805,0.0,0.0,0.0,65536.0,239.0,573.0,0.0,0.0,1168.0,2778.0
18-09 22:32:42,1.210,0.202,98.589,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1171.0,2731.0
18-09 22:32:43,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1184.0,2713.0
18-09 22:32:44,0.806,0.605,98.589,0.0,0.0,0.0,0.0,40960.0,107.0,309.0,0.0,0.0,1196.0,2744.0
18-09 22:32:45,1.800,0.600,97.600,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1193.0,2752.0
18-09 22:32:46,1.202,1.002,97.796,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1213.0,2743.0
18-09 22:32:47,1.400,0.600,97.600,0.400,0.0,0.0,0.0,24576.0,107.0,309.0,0.0,0.0,1180.0,2711.0
18-09 22:32:48,1.406,0.803,97.791,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1244.0,2801.0
18-09 22:32:49,1.212,0.202,98.586,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1180.0,2752.0
18-09 22:32:50,1.411,0.605,97.984,0.0,0.0,0.0,0.0,0.0,11369.0,528839.0,0.0,0.0,1330.0,2937.0
18-09 22:32:51,1.420,0.0,98.580,0.0,0.0,0.0,0.0,0.0,9755.0,3772330.0,0.0,0.0,1491.0,3242.0
18-09 22:32:52,1.837,1.429,96.531,0.0,0.0,0.204,0.0,0.0,88245.0,35488410.0,0.0,0.0,2724.0,4775.0
18-09 22:32:53,1.613,1.210,95.161,0.202,0.0,1.815,0.0,32768.0,83076.0,43601982.0,0.0,0.0,3115.0,4888.0
18-09 22:32:54,1.217,1.014,96.349,0.0,0.0,1.420,0.0,8192.0,76601.0,40492473.0,0.0,0.0,3120.0,5035.0
18-09 22:32:55,2.439,1.626,95.732,0.0,0.0,0.203,0.0,0.0,80824.0,39016477.0,0.0,0.0,2823.0,4930.0
18-09 22:32:56,1.829,1.423,96.545,0.0,0.0,0.203,0.0,0.0,65909.0,33228315.0,0.0,0.0,2604.0,4950.0
18-09 22:32:57,2.033,1.016,96.951,0.0,0.0,0.0,0.0,0.0,81876.0,45235368.0,0.0,0.0,2692.0,4671.0
18-09 22:32:58,1.840,0.818,97.342,0.0,0.0,0.0,0.0,0.0,79413.0,55149816.0,0.0,0.0,2928.0,4942.0
18-09 22:32:59,1.200,0.800,97.200,0.600,0.0,0.200,0.0,192512.0,5984.0,3693952.0,0.0,0.0,1342.0,2890.0
18-09 22:33:00,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,239.0,375.0,0.0,0.0,1246.0,2789.0
18-09 22:33:01,2.008,0.201,97.791,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1282.0,2866.0
18-09 22:33:02,1.210,0.806,97.984,0.0,0.0,0.0,0.0,0.0,3266.0,3730.0,0.0,0.0,1269.0,2900.0
18-09 22:33:03,1.205,0.803,97.992,0.0,0.0,0.0,0.0,0.0,107.0,375.0,0.0,0.0,1162.0,2674.0
18-09 22:33:04,1.616,0.404,96.364,1.616,0.0,0.0,0.0,311296.0,8656.0,9748.0,0.0,0.0,1290.0,2851.0
18-09 22:33:05,2.621,0.605,96.774,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1381.0,3044.0
18-09 22:33:06,3.219,0.402,96.378,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1461.0,2831.0
18-09 22:33:07,4.082,2.857,92.857,0.0,0.0,0.204,0.0,65536.0,21817202.0,20944455.0,0.0,0.0,5404.0,3690.0
18-09 22:33:08,1.610,0.201,98.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1303.0,2706.0
18-09 22:33:09,1.207,0.402,98.390,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1176.0,2522.0
18-09 22:33:10,6.275,1.822,90.486,1.417,0.0,0.0,24576.0,73728.0,15532.0,7576.0,0.0,0.0,2483.0,4416.0
18-09 22:33:11,43.200,7.400,49.400,0.0,0.0,0.0,0.0,0.0,210226.0,6043.0,0.0,0.0,3287.0,4883.0
18-09 22:33:12,81.727,4.618,13.454,0.0,0.0,0.201,0.0,0.0,425.0,532.0,0.0,0.0,3010.0,3346.0
18-09 22:33:13,62.069,2.637,35.294,0.0,0.0,0.0,0.0,0.0,2273.0,3429.0,0.0,0.0,2090.0,3055.0
18-09 22:33:14,48.893,3.421,47.485,0.0,0.0,0.201,0.0,40960.0,313641.0,14112.0,0.0,0.0,1958.0,2935.0
18-09 22:33:15,11.647,30.723,56.627,0.803,0.0,0.201,32768.0,245760.0,610515.0,12622.0,0.0,0.0,1475.0,2017.0
18-09 22:33:16,66.333,3.206,30.060,0.401,0.0,0.0,45056.0,0.0,4083636.0,31576.0,0.0,0.0,3259.0,2539.0
18-09 22:33:17,60.563,1.811,37.223,0.0,0.0,0.402,0.0,32768.0,4705486.0,39607.0,0.0,0.0,3659.0,3508.0
18-09 22:33:18,1.400,0.800,97.800,0.0,0.0,0.0,0.0,32768.0,173.0,791.0,0.0,0.0,815.0,2005.0
18-09 22:33:19,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,232.0,1184.0,0.0,0.0,889.0,2085.0
18-09 22:33:20,1.403,0.401,98.196,0.0,0.0,0.0,0.0,0.0,324.0,881.0,0.0,0.0,910.0,2087.0
18-09 22:33:21,1.210,0.403,98.185,0.202,0.0,0.0,0.0,94208.0,173.0,441.0,0.0,0.0,979.0,2177.0
18-09 22:33:22,1.606,0.402,97.992,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1036.0,2245.0
18-09 22:33:23,0.808,0.202,98.990,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,991.0,2203.0
18-09 22:33:24,5.668,0.810,90.891,2.632,0.0,0.0,589824.0,8232960.0,175038.0,8252136.0,0.0,0.0,1578.0,2443.0
18-09 22:33:25,1.008,0.202,98.790,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,949.0,2199.0
18-09 22:33:26,1.403,0.601,97.996,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1007.0,2261.0
18-09 22:33:27,1.411,0.202,98.185,0.202,0.0,0.0,0.0,32768.0,107.0,309.0,0.0,0.0,1024.0,2256.0
18-09 22:33:28,1.606,0.402,97.992,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1071.0,2383.0
18-09 22:33:29,2.196,0.399,97.206,0.0,0.0,0.200,0.0,8192.0,2003.0,2532.0,0.0,0.0,1172.0,2527.0
18-09 22:33:30,1.992,0.598,97.410,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1022.0,2349.0
18-09 22:33:31,2.414,0.402,97.183,0.0,0.0,0.0,0.0,0.0,11305.0,6303.0,0.0,0.0,1146.0,2571.0
18-09 22:33:32,2.386,0.596,97.018,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1060.0,2423.0
18-09 22:33:33,1.408,0.604,97.586,0.402,0.0,0.0,0.0,77824.0,824.0,1093.0,0.0,0.0,1102.0,2489.0
18-09 22:33:34,3.862,2.846,88.415,4.268,0.0,0.610,4096.0,311296.0,21766191.0,57519.0,0.0,0.0,5019.0,3867.0
18-09 22:33:35,0.806,0.403,98.790,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1040.0,2351.0
18-09 22:33:36,1.010,0.606,98.384,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1082.0,2433.0
18-09 22:33:37,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1101.0,2472.0
18-09 22:33:38,1.014,0.406,98.580,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1090.0,2493.0
18-09 22:33:39,2.004,0.200,97.595,0.200,0.0,0.0,0.0,122880.0,107.0,309.0,0.0,0.0,1092.0,2489.0
18-09 22:33:40,1.603,0.601,97.796,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1080.0,2450.0
18-09 22:33:41,1.202,0.802,97.996,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1089.0,2507.0
18-09 22:33:42,1.606,0.402,97.992,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1087.0,2496.0
18-09 22:33:43,2.0,0.400,97.600,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1075.0,2498.0
18-09 22:33:44,1.207,1.006,97.787,0.0,0.0,0.0,0.0,8601600.0,239.0,573.0,0.0,0.0,1130.0,2555.0
18-09 22:33:45,1.210,0.202,95.565,3.024,0.0,0.0,0.0,13225984.0,107.0,309.0,0.0,0.0,1112.0,2545.0
18-09 22:33:46,1.408,0.604,97.988,0.0,0.0,0.0,0.0,0.0,106.0,525.0,0.0,0.0,1060.0,2508.0
18-09 22:33:47,2.209,0.602,97.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1094.0,2541.0
18-09 22:33:48,1.207,0.604,98.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1076.0,2544.0
