"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm1",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 22:30:35 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 22:31:06,38.477,4.008,54.509,3.006,0.0,0.0,0.0,5603328.0,1029.0,1591.0,0.0,0.0,1897.0,2967.0
18-09 22:31:07,23.684,2.632,73.684,0.0,0.0,0.0,0.0,0.0,2078.0,1803.0,0.0,0.0,2443.0,4396.0
18-09 22:31:08,7.863,1.210,69.556,21.371,0.0,0.0,393216.0,5844992.0,1693.0,2023.0,0.0,0.0,1370.0,3086.0
18-09 22:31:09,29.124,2.037,68.024,0.815,0.0,0.0,57344.0,0.0,18461247.0,45080.0,0.0,0.0,3598.0,3454.0
18-09 22:31:10,18.145,7.863,73.790,0.202,0.0,0.0,4096.0,0.0,2078.0,1767.0,0.0,0.0,1809.0,3616.0
18-09 22:31:11,22.177,1.815,72.581,3.427,0.0,0.0,258048.0,3391488.0,1619.0,1829.0,0.0,0.0,2063.0,3786.0
18-09 22:31:12,10.843,2.811,82.329,3.815,0.0,0.201,1204224.0,32768.0,1071.0,1633.0,0.0,0.0,1845.0,3926.0
18-09 22:31:13,27.530,2.024,66.194,4.251,0.0,0.0,2203648.0,8192.0,2226.0,2122.0,0.0,0.0,2159.0,3734.0
18-09 22:31:14,36.179,3.862,57.520,2.236,0.0,0.203,1359872.0,1060864.0,12772.0,1058031.0,0.0,0.0,3480.0,6454.0
18-09 22:31:15,18.200,2.600,77.200,1.600,0.0,0.400,679936.0,53248.0,3939.0,16868.0,0.0,0.0,2050.0,4147.0
18-09 22:31:16,42.857,2.213,50.704,4.024,0.0,0.201,2732032.0,0.0,13260.0,1050154.0,0.0,0.0,2811.0,4259.0
18-09 22:31:17,21.181,3.055,70.061,5.499,0.0,0.204,757760.0,20709376.0,73296.0,19993720.0,0.0,0.0,2968.0,4281.0
18-09 22:31:18,14.575,2.429,80.972,2.024,0.0,0.0,757760.0,372736.0,3020.0,2982.0,0.0,0.0,1812.0,3393.0
18-09 22:31:19,3.622,2.414,93.964,0.0,0.0,0.0,0.0,0.0,8264.0,67279.0,0.0,0.0,1484.0,3264.0
18-09 22:31:20,3.407,1.202,95.391,0.0,0.0,0.0,0.0,0.0,4497.0,150492.0,0.0,0.0,1486.0,3069.0
18-09 22:31:21,3.622,1.006,95.372,0.0,0.0,0.0,0.0,0.0,1066.0,1591.0,0.0,0.0,1547.0,3225.0
18-09 22:31:22,3.194,1.397,95.210,0.0,0.0,0.200,0.0,0.0,2115.0,1803.0,0.0,0.0,1532.0,3192.0
18-09 22:31:23,2.823,1.815,95.363,0.0,0.0,0.0,0.0,315392.0,1590.0,2295.0,0.0,0.0,1580.0,3337.0
18-09 22:31:24,2.616,1.811,94.970,0.604,0.0,0.0,0.0,57344.0,1132.0,2255.0,0.0,0.0,1574.0,3321.0
18-09 22:31:25,2.419,1.411,95.968,0.0,0.0,0.202,0.0,0.0,4649.0,4617.0,0.0,0.0,1691.0,3445.0
18-09 22:31:26,3.043,0.609,96.349,0.0,0.0,0.0,0.0,0.0,3450.0,4635.0,0.0,0.0,1649.0,3424.0
18-09 22:31:27,2.621,2.218,95.161,0.0,0.0,0.0,0.0,0.0,1066.0,1552.0,0.0,0.0,1654.0,3466.0
18-09 22:31:28,5.645,1.613,92.540,0.202,0.0,0.0,12288.0,20480.0,4641.0,3060.0,0.0,0.0,1896.0,3684.0
18-09 22:31:29,26.465,2.626,69.091,1.818,0.0,0.0,28672.0,122880.0,7697.0,6205.0,0.0,0.0,2212.0,4121.0
18-09 22:31:30,30.924,2.410,61.044,5.622,0.0,0.0,368640.0,327680.0,8091.0,10888.0,0.0,0.0,2706.0,4442.0
18-09 22:31:31,45.382,2.610,48.193,3.815,0.0,0.0,475136.0,208896.0,15208.0,5133.0,0.0,0.0,3554.0,5511.0
18-09 22:31:32,29.615,5.274,63.083,1.623,0.0,0.406,1298432.0,0.0,6866.0,5129.0,0.0,0.0,5658.0,9355.0
18-09 22:31:33,79.394,10.303,10.101,0.202,0.0,0.0,503808.0,172032.0,23251.0,425886.0,0.0,0.0,3647.0,6137.0
18-09 22:31:34,93.387,4.008,2.204,0.401,0.0,0.0,323584.0,0.0,3565.0,2438.0,0.0,0.0,2488.0,3905.0
18-09 22:31:35,94.378,5.622,0.0,0.0,0.0,0.0,49152.0,0.0,7376.0,9740.0,0.0,0.0,2777.0,4160.0
18-09 22:31:36,90.180,6.212,3.407,0.0,0.0,0.200,151552.0,344064.0,12864.0,22981.0,0.0,0.0,2790.0,3841.0
18-09 22:31:37,89.738,5.433,4.829,0.0,0.0,0.0,53248.0,0.0,4667.0,3008.0,0.0,0.0,2594.0,4491.0
18-09 22:31:38,85.772,7.114,6.301,0.610,0.0,0.203,4964352.0,28672.0,10404.0,5959.0,0.0,0.0,3603.0,6378.0
18-09 22:31:39,86.235,6.275,5.263,2.227,0.0,0.0,37711872.0,0.0,3618.0,4045.0,0.0,0.0,2654.0,4027.0
18-09 22:31:40,93.750,4.839,1.210,0.202,0.0,0.0,536576.0,36864.0,6345.0,5899.0,0.0,0.0,3004.0,4853.0
18-09 22:31:41,95.609,4.192,0.0,0.0,0.0,0.200,12066816.0,151552.0,17424.0,38611.0,0.0,0.0,3016.0,5374.0
18-09 22:31:42,91.348,6.439,1.610,0.402,0.0,0.201,39559168.0,0.0,8801.0,10197.0,0.0,0.0,3507.0,7149.0
18-09 22:31:43,48.381,6.275,23.684,21.255,0.0,0.405,39862272.0,7708672.0,14367.0,6495.0,0.0,0.0,3100.0,6568.0
18-09 22:31:44,54.545,8.485,18.586,17.980,0.0,0.404,75902976.0,16384.0,13108.0,13717.0,0.0,0.0,3148.0,7448.0
18-09 22:31:45,50.600,6.400,21.0,21.600,0.0,0.400,68280320.0,0.0,5924.0,4111.0,0.0,0.0,2827.0,6246.0
18-09 22:31:46,41.968,6.827,22.691,28.112,0.0,0.402,84893696.0,110592.0,9988.0,10813.0,0.0,0.0,2912.0,7067.0
18-09 22:31:47,43.030,7.273,27.071,22.222,0.0,0.404,82378752.0,0.0,8380.0,9692.0,0.0,0.0,3143.0,7221.0
18-09 22:31:48,42.308,6.073,30.364,20.850,0.0,0.405,75075584.0,581632.0,3692.0,5740.0,0.0,0.0,2907.0,7029.0
18-09 22:31:49,53.119,7.847,14.889,23.742,0.0,0.402,87216128.0,0.0,6501.0,4662.0,0.0,0.0,3359.0,7999.0
18-09 22:31:50,40.562,7.631,26.908,24.096,0.0,0.803,70287360.0,0.0,6878.0,6930.0,0.0,0.0,3116.0,7480.0
18-09 22:31:51,38.008,6.504,14.634,40.650,0.0,0.203,69275648.0,81920.0,5926.0,2901.0,0.0,0.0,3057.0,7342.0
18-09 22:31:52,39.516,5.242,21.371,33.468,0.0,0.403,78778368.0,12288.0,7269.0,3926.0,0.0,0.0,2935.0,7290.0
18-09 22:31:53,43.522,6.883,19.231,29.960,0.0,0.405,88989696.0,0.0,8054.0,9651.0,0.0,0.0,3157.0,7510.0
18-09 22:31:54,41.851,5.835,19.316,32.394,0.0,0.604,87801856.0,0.0,8572.0,11520.0,0.0,0.0,3082.0,7329.0
18-09 22:31:55,37.120,5.882,29.209,27.586,0.0,0.203,75526144.0,12288.0,14912.0,8225.0,0.0,0.0,2888.0,7132.0
18-09 22:31:56,44.266,6.036,19.718,29.779,0.0,0.201,55455744.0,98304.0,13329.0,11902.0,0.0,0.0,2898.0,7034.0
18-09 22:31:57,43.713,7.784,21.357,26.747,0.0,0.399,76611584.0,139264.0,10407.0,8388.0,0.0,0.0,3369.0,7769.0
18-09 22:31:58,58.943,6.098,28.049,6.504,0.0,0.407,22552576.0,770048.0,22467.0,14559.0,0.0,0.0,4011.0,8099.0
18-09 22:31:59,85.081,6.855,7.661,0.202,0.0,0.202,0.0,262144.0,15330.0,6375.0,0.0,0.0,2960.0,4960.0
18-09 22:32:00,94.0,5.800,0.200,0.0,0.0,0.0,0.0,8192.0,10501.0,7688.0,0.0,0.0,2653.0,3950.0
18-09 22:32:01,94.389,4.609,0.802,0.0,0.0,0.200,4096.0,188416.0,19395.0,9335.0,0.0,0.0,2685.0,3860.0
18-09 22:32:02,95.400,4.400,0.200,0.0,0.0,0.0,0.0,16384.0,10500.0,6071.0,0.0,0.0,2659.0,4589.0
18-09 22:32:03,90.726,5.645,3.629,0.0,0.0,0.0,4096.0,24961024.0,12711.0,13341.0,0.0,0.0,2933.0,4834.0
18-09 22:32:04,87.475,4.848,6.465,1.010,0.0,0.202,10625024.0,0.0,10732.0,10806.0,0.0,0.0,2824.0,4827.0
18-09 22:32:05,87.952,6.225,5.622,0.0,0.0,0.201,0.0,20480.0,178387.0,288895.0,0.0,0.0,3112.0,4754.0
18-09 22:32:06,90.0,4.600,5.0,0.200,0.0,0.200,10735616.0,233472.0,1984846.0,145960.0,0.0,0.0,3371.0,4617.0
18-09 22:32:07,95.010,4.192,0.200,0.0,0.0,0.599,10608640.0,20480.0,8878957.0,6606661.0,0.0,0.0,4989.0,4515.0
18-09 22:32:08,92.742,5.040,1.008,0.0,0.0,1.210,26681344.0,1150976.0,30066348.0,10979305.0,0.0,0.0,11215.0,6337.0
18-09 22:32:09,82.129,10.442,3.815,1.205,0.0,2.410,61456384.0,0.0,63454569.0,187736.0,0.0,0.0,19906.0,9436.0
18-09 22:32:10,75.855,8.853,8.853,3.219,0.0,3.219,77733888.0,0.0,64909893.0,215155.0,0.0,0.0,17027.0,10532.0
18-09 22:32:11,77.666,9.658,4.225,4.628,0.0,3.823,73265152.0,90112.0,76504503.0,262640.0,0.0,0.0,13711.0,10413.0
18-09 22:32:12,76.364,11.313,6.263,3.030,0.0,3.030,75563008.0,0.0,73258529.0,258196.0,0.0,0.0,15469.0,10700.0
18-09 22:32:13,74.747,11.111,9.495,1.212,0.0,3.434,58298368.0,7872512.0,72262773.0,234032.0,0.0,0.0,13061.0,10823.0
18-09 22:32:14,46.939,6.735,27.959,16.531,0.0,1.837,17043456.0,62849024.0,79809053.0,229999.0,0.0,0.0,14010.0,7603.0
18-09 22:32:15,33.198,5.870,37.652,20.648,0.0,2.632,17391616.0,49876992.0,58590834.0,127342.0,0.0,0.0,12258.0,7044.0
18-09 22:32:16,37.172,5.253,32.727,23.636,0.0,1.212,16949248.0,45633536.0,53344596.0,146829.0,0.0,0.0,11386.0,6307.0
18-09 22:32:17,18.016,2.834,33.806,44.939,0.0,0.405,16392192.0,67018752.0,8382440.0,26247.0,0.0,0.0,2916.0,5489.0
18-09 22:32:18,19.920,3.421,36.419,39.638,0.0,0.604,16912384.0,39878656.0,8863378.0,26717.0,0.0,0.0,3147.0,5128.0
18-09 22:32:19,21.255,3.846,36.032,38.259,0.0,0.607,27910144.0,26234880.0,4762037.0,26776.0,0.0,0.0,2912.0,5553.0
18-09 22:32:20,41.851,5.835,40.443,11.670,0.0,0.201,75415552.0,77824.0,11595.0,10008.0,0.0,0.0,3680.0,8192.0
18-09 22:32:21,19.592,3.469,76.939,0.0,0.0,0.0,14680064.0,40960.0,8437.0,6624.0,0.0,0.0,2735.0,5719.0
18-09 22:32:22,8.233,1.606,89.357,0.602,0.0,0.201,0.0,163840.0,7818.0,4719.0,0.0,0.0,1400.0,3155.0
18-09 22:32:23,3.036,2.024,94.130,0.810,0.0,0.0,4096.0,0.0,7925.0,3426.0,0.0,0.0,1460.0,3214.0
18-09 22:32:24,4.217,2.209,92.570,0.803,0.0,0.201,8192.0,98304.0,20257.0,9588.0,0.0,0.0,1717.0,3598.0
18-09 22:32:25,14.228,1.626,83.943,0.203,0.0,0.0,20480.0,16384.0,12486.0,5122.0,0.0,0.0,1953.0,3790.0
18-09 22:32:26,22.088,5.823,72.088,0.0,0.0,0.0,0.0,0.0,1769.0,1660.0,0.0,0.0,2354.0,4055.0
18-09 22:32:27,20.121,8.048,71.026,0.805,0.0,0.0,0.0,1101824.0,1245.0,1594.0,0.0,0.0,2213.0,4088.0
18-09 22:32:28,22.938,7.646,69.416,0.0,0.0,0.0,0.0,0.0,2563.0,1962.0,0.0,0.0,2300.0,4175.0
18-09 22:32:29,42.886,2.004,55.110,0.0,0.0,0.0,0.0,233472.0,1928.0,3191.0,0.0,0.0,2275.0,3341.0
18-09 22:32:30,40.927,3.024,56.048,0.0,0.0,0.0,0.0,0.0,1575.0,1810.0,0.0,0.0,1926.0,2963.0
18-09 22:32:31,38.821,4.472,56.098,0.610,0.0,0.0,65536.0,40960.0,8781.0,8094.0,0.0,0.0,2927.0,4928.0
18-09 22:32:32,27.309,2.811,66.466,3.012,0.0,0.402,4096.0,4784128.0,8404784.0,29001.0,0.0,0.0,3704.0,3921.0
18-09 22:32:33,23.896,10.442,65.663,0.0,0.0,0.0,0.0,0.0,2496496.0,6772.0,0.0,0.0,2869.0,3631.0
18-09 22:32:34,19.920,4.024,75.252,0.402,0.0,0.402,4096.0,1335296.0,4145.0,4561.0,0.0,0.0,2918.0,5295.0
18-09 22:32:35,16.227,2.231,77.688,3.651,0.0,0.203,0.0,3502080.0,3874.0,9786.0,0.0,0.0,3328.0,6072.0
18-09 22:32:36,27.364,5.030,67.002,0.402,0.0,0.201,135168.0,0.0,1034.0,1555.0,0.0,0.0,3178.0,5358.0
18-09 22:32:37,44.400,3.400,52.200,0.0,0.0,0.0,8192.0,1048576.0,23617.0,1845649.0,0.0,0.0,2461.0,3445.0
18-09 22:32:38,33.803,2.817,62.173,0.805,0.0,0.402,8192.0,19554304.0,99185.0,19222761.0,0.0,0.0,3003.0,4036.0
18-09 22:32:39,26.104,2.610,70.683,0.602,0.0,0.0,499712.0,7970816.0,1035.0,2873.0,0.0,0.0,1894.0,3462.0
18-09 22:32:40,30.924,3.012,62.651,3.414,0.0,0.0,0.0,68308992.0,4570.0,15680.0,0.0,0.0,2368.0,4165.0
18-09 22:32:41,26.210,2.419,62.500,8.871,0.0,0.0,61440.0,51453952.0,2022.0,2065.0,0.0,0.0,2162.0,3842.0
18-09 22:32:42,6.452,1.411,81.048,11.089,0.0,0.0,49152.0,62464000.0,1473.0,1861.0,0.0,0.0,1513.0,3304.0
18-09 22:32:43,13.035,2.240,61.507,23.218,0.0,0.0,40960.0,88076288.0,2086.0,1744.0,0.0,0.0,1839.0,3724.0
18-09 22:32:44,31.200,2.600,61.400,4.400,0.0,0.400,69632.0,8601600.0,34159.0,449114.0,0.0,0.0,3476.0,5710.0
18-09 22:32:45,2.840,1.420,95.538,0.0,0.0,0.203,0.0,0.0,1291.0,2873.0,0.0,0.0,1497.0,3477.0
18-09 22:32:46,3.636,2.020,94.343,0.0,0.0,0.0,0.0,0.0,2342.0,1809.0,0.0,0.0,1506.0,3393.0
18-09 22:32:47,5.030,2.213,92.757,0.0,0.0,0.0,0.0,0.0,6661.0,6009.0,0.0,0.0,1704.0,3591.0
18-09 22:32:48,5.231,1.811,92.757,0.0,0.0,0.201,0.0,118784.0,8708.0,13182.0,0.0,0.0,1707.0,3463.0
18-09 22:32:49,5.444,2.016,91.935,0.605,0.0,0.0,0.0,53248.0,13076.0,24672.0,0.0,0.0,1805.0,3695.0
18-09 22:32:50,4.646,2.020,93.333,0.0,0.0,0.0,0.0,0.0,30646.0,1092341.0,0.0,0.0,1876.0,3680.0
18-09 22:32:51,3.448,1.826,94.523,0.0,0.0,0.203,0.0,0.0,8272.0,1700726.0,0.0,0.0,1870.0,3801.0
18-09 22:32:52,6.707,1.829,91.260,0.0,0.0,0.203,0.0,0.0,171620.0,37245871.0,0.0,0.0,3401.0,5429.0
18-09 22:32:53,4.090,2.863,92.843,0.204,0.0,0.0,4096.0,307200.0,175775.0,83328827.0,0.0,0.0,4191.0,6425.0
18-09 22:32:54,7.536,2.648,87.780,1.833,0.0,0.204,0.0,3719168.0,173288.0,73556257.0,0.0,0.0,4583.0,7218.0
18-09 22:32:55,6.953,2.863,89.775,0.0,0.0,0.409,0.0,0.0,172419.0,80320595.0,0.0,0.0,4236.0,6955.0
18-09 22:32:56,3.512,1.653,94.628,0.0,0.0,0.207,0.0,0.0,157501.0,74264356.0,0.0,0.0,4017.0,6413.0
18-09 22:32:57,3.909,2.469,93.210,0.0,0.0,0.412,0.0,24576.0,153270.0,76016835.0,0.0,0.0,3915.0,6647.0
18-09 22:32:58,7.787,2.664,89.549,0.0,0.0,0.0,0.0,8192.0,168871.0,97342327.0,0.0,0.0,4073.0,6729.0
18-09 22:32:59,5.906,2.444,90.020,1.222,0.0,0.407,4096.0,303104.0,112702.0,62935786.0,0.0,0.0,3383.0,5837.0
18-09 22:33:00,14.919,2.218,82.258,0.403,0.0,0.202,4096.0,90112.0,28235.0,11871.0,0.0,0.0,3053.0,5769.0
18-09 22:33:01,8.114,2.637,89.047,0.0,0.0,0.203,4096.0,40960.0,2960.0,1828.0,0.0,0.0,2356.0,4707.0
18-09 22:33:02,26.166,2.231,70.994,0.406,0.0,0.203,4096.0,81920.0,2258.0,1703.0,0.0,0.0,3643.0,6459.0
18-09 22:33:03,18.826,3.644,75.709,1.619,0.0,0.202,0.0,217088.0,3986.0,4387.0,0.0,0.0,3730.0,7000.0
18-09 22:33:04,23.494,5.622,69.880,1.004,0.0,0.0,286720.0,466944.0,6894.0,9809.0,0.0,0.0,2916.0,5171.0
18-09 22:33:05,43.952,3.024,53.024,0.0,0.0,0.0,0.0,0.0,2417.0,3163.0,0.0,0.0,2395.0,3572.0
18-09 22:33:06,32.064,3.607,64.329,0.0,0.0,0.0,0.0,0.0,1733.0,1597.0,0.0,0.0,1877.0,3148.0
18-09 22:33:07,33.065,3.629,63.105,0.0,0.0,0.202,0.0,2146304.0,33644.0,3093944.0,0.0,0.0,2635.0,4720.0
18-09 22:33:08,48.178,3.036,48.178,0.405,0.0,0.202,4096.0,18984960.0,118114.0,17841661.0,0.0,0.0,3734.0,4848.0
18-09 22:33:09,32.525,1.818,63.232,2.424,0.0,0.0,4096.0,21217280.0,1357.0,3029.0,0.0,0.0,2130.0,3726.0
18-09 22:33:10,8.048,2.414,86.922,2.616,0.0,0.0,0.0,184320.0,2128.0,1960.0,0.0,0.0,1613.0,3429.0
18-09 22:33:11,9.091,2.626,88.081,0.0,0.0,0.202,0.0,0.0,14036.0,219023.0,0.0,0.0,2313.0,4211.0
18-09 22:33:12,4.057,1.826,94.118,0.0,0.0,0.0,0.0,0.0,1108.0,1597.0,0.0,0.0,1492.0,3260.0
18-09 22:33:13,5.040,2.016,92.944,0.0,0.0,0.0,0.0,0.0,4663.0,3869.0,0.0,0.0,1679.0,3558.0
18-09 22:33:14,3.629,1.815,94.556,0.0,0.0,0.0,0.0,0.0,2667.0,4093.0,0.0,0.0,1547.0,3335.0
18-09 22:33:15,5.668,1.215,91.903,1.215,0.0,0.0,0.0,36864.0,5958.0,12081.0,0.0,0.0,1669.0,3525.0
18-09 22:33:16,4.665,1.623,93.712,0.0,0.0,0.0,0.0,0.0,2159.0,1809.0,0.0,0.0,1558.0,3316.0
18-09 22:33:17,4.462,1.623,93.712,0.0,0.0,0.203,0.0,0.0,10473.0,9888.0,0.0,0.0,1718.0,3593.0
18-09 22:33:18,8.048,2.213,89.738,0.0,0.0,0.0,0.0,8192.0,6277.0,5261.0,0.0,0.0,2043.0,3936.0
18-09 22:33:19,5.906,1.833,92.261,0.0,0.0,0.0,0.0,110592.0,2436.0,3085.0,0.0,0.0,1710.0,3574.0
18-09 22:33:20,5.800,2.200,90.0,2.0,0.0,0.0,0.0,102400.0,1910.0,1722.0,0.0,0.0,1619.0,3399.0
18-09 22:33:21,5.882,1.623,92.495,0.0,0.0,0.0,0.0,0.0,15256.0,215006.0,0.0,0.0,1762.0,3614.0
18-09 22:33:22,5.010,1.603,93.387,0.0,0.0,0.0,0.0,0.0,2122.0,1809.0,0.0,0.0,1606.0,3367.0
18-09 22:33:23,4.637,1.815,93.347,0.0,0.0,0.202,0.0,0.0,2848.0,2797.0,0.0,0.0,1672.0,3461.0
18-09 22:33:24,5.389,1.597,93.014,0.0,0.0,0.0,0.0,163840.0,1543.0,1955.0,0.0,0.0,1633.0,3380.0
18-09 22:33:25,5.645,1.411,92.339,0.403,0.0,0.202,0.0,65536.0,4888.0,5771.0,0.0,0.0,1771.0,3628.0
18-09 22:33:26,4.409,1.804,93.788,0.0,0.0,0.0,0.0,8192.0,3144.0,2474.0,0.0,0.0,1639.0,3408.0
18-09 22:33:27,8.451,2.414,88.531,0.402,0.0,0.201,4096.0,94208.0,4980.0,2989.0,0.0,0.0,2602.0,5241.0
18-09 22:33:28,11.741,2.834,84.615,0.405,0.0,0.405,20480.0,65536.0,2304.0,2439.0,0.0,0.0,2542.0,4793.0
18-09 22:33:29,15.758,4.848,74.141,4.646,0.0,0.606,249856.0,1126400.0,5531.0,8162.0,0.0,0.0,3290.0,7524.0
18-09 22:33:30,12.500,2.218,83.669,1.210,0.0,0.403,0.0,208896.0,74530.0,21030828.0,0.0,0.0,2742.0,4750.0
18-09 22:33:31,3.831,2.621,93.548,0.0,0.0,0.0,0.0,12288.0,6738.0,12938.0,0.0,0.0,1639.0,3390.0
18-09 22:33:32,3.226,1.613,95.161,0.0,0.0,0.0,0.0,0.0,1838.0,1171.0,0.0,0.0,1469.0,3042.0
18-09 22:33:33,10.282,2.419,87.298,0.0,0.0,0.0,0.0,45056.0,3715.0,3562.0,0.0,0.0,2176.0,4182.0
18-09 22:33:34,6.110,2.037,86.558,5.295,0.0,0.0,20480.0,22491136.0,35059.0,2344550.0,0.0,0.0,2040.0,3804.0
18-09 22:33:35,3.870,1.833,82.077,11.813,0.0,0.407,897024.0,19804160.0,116272.0,18700610.0,0.0,0.0,2881.0,4349.0
18-09 22:33:36,6.883,1.012,91.903,0.202,0.0,0.0,0.0,65536.0,6201.0,4682.0,0.0,0.0,1590.0,3331.0
18-09 22:33:37,4.628,2.414,91.952,0.805,0.0,0.201,0.0,8192.0,9144.0,5311.0,0.0,0.0,1654.0,3380.0
18-09 22:33:38,22.800,5.600,71.600,0.0,0.0,0.0,65536.0,0.0,3978.0,3040.0,0.0,0.0,2945.0,5289.0
18-09 22:33:39,43.600,3.200,53.200,0.0,0.0,0.0,0.0,155648.0,3338.0,4172.0,0.0,0.0,2436.0,3607.0
18-09 22:33:40,36.217,2.817,60.765,0.0,0.0,0.201,0.0,0.0,5589.0,5169.0,0.0,0.0,2099.0,3432.0
18-09 22:33:41,25.806,3.226,70.968,0.0,0.0,0.0,0.0,0.0,3704.0,2830.0,0.0,0.0,1753.0,3266.0
18-09 22:33:42,7.661,16.331,76.008,0.0,0.0,0.0,0.0,225280.0,446815.0,13170.0,0.0,0.0,1591.0,2803.0
