"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm4",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 22:30:36 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 22:30:56,2.0,0.800,97.200,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1066.0,2303.0
18-09 22:30:57,2.204,0.601,97.194,0.0,0.0,0.0,32768.0,0.0,211.0,831.0,0.0,0.0,1096.0,2416.0
18-09 22:30:58,2.400,0.400,96.800,0.400,0.0,0.0,0.0,16384.0,105.0,307.0,0.0,0.0,1072.0,2413.0
18-09 22:30:59,2.400,0.600,93.800,3.0,0.0,0.200,4911104.0,0.0,105.0,307.0,0.0,0.0,1183.0,2417.0
18-09 22:31:00,1.610,0.604,97.787,0.0,0.0,0.0,32768.0,0.0,211.0,831.0,0.0,0.0,1083.0,2448.0
18-09 22:31:01,2.204,0.401,97.395,0.0,0.0,0.0,2162688.0,0.0,105.0,307.0,0.0,0.0,1090.0,2433.0
18-09 22:31:02,1.818,0.404,96.768,1.010,0.0,0.0,188416.0,0.0,105.0,307.0,0.0,0.0,1131.0,2466.0
18-09 22:31:03,1.606,0.201,97.992,0.201,0.0,0.0,2121728.0,0.0,211.0,831.0,0.0,0.0,1010.0,2266.0
18-09 22:31:04,7.258,0.605,91.532,0.605,0.0,0.0,24576.0,32768.0,105.0,307.0,0.0,0.0,1146.0,2491.0
18-09 22:31:05,1.207,0.604,98.189,0.0,0.0,0.0,2228224.0,0.0,105.0,307.0,0.0,0.0,1076.0,2463.0
18-09 22:31:06,1.406,0.602,97.992,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,1057.0,2409.0
18-09 22:31:07,1.406,0.602,97.992,0.0,0.0,0.0,2097152.0,0.0,105.0,307.0,0.0,0.0,1078.0,2457.0
18-09 22:31:08,15.354,1.212,78.182,5.253,0.0,0.0,5509120.0,0.0,10067.0,934486.0,0.0,0.0,2005.0,3369.0
18-09 22:31:09,2.834,1.012,95.951,0.0,0.0,0.202,15482880.0,0.0,32752.0,16798304.0,0.0,0.0,2907.0,3612.0
18-09 22:31:10,1.610,0.402,97.586,0.402,0.0,0.0,0.0,16384.0,237.0,373.0,0.0,0.0,1080.0,2471.0
18-09 22:31:11,1.804,0.601,97.595,0.0,0.0,0.0,2097152.0,61440.0,105.0,307.0,0.0,0.0,1087.0,2431.0
18-09 22:31:12,1.807,0.602,97.590,0.0,0.0,0.0,0.0,0.0,106.0,524.0,0.0,0.0,1078.0,2452.0
18-09 22:31:13,2.605,0.802,90.581,5.812,0.0,0.200,2482176.0,0.0,491469.0,121697.0,0.0,0.0,1286.0,2565.0
18-09 22:31:14,3.030,0.202,91.919,4.848,0.0,0.0,675840.0,0.0,621135.0,962613.0,0.0,0.0,1512.0,2579.0
18-09 22:31:15,1.606,0.201,98.193,0.0,0.0,0.0,2097152.0,0.0,472.0,1603.0,0.0,0.0,1059.0,2319.0
18-09 22:31:16,3.614,2.610,91.165,0.803,0.0,1.807,4096.0,135168.0,21879870.0,21142730.0,0.0,0.0,6393.0,3204.0
18-09 22:31:17,0.805,0.201,98.994,0.0,0.0,0.0,2097152.0,0.0,105.0,307.0,0.0,0.0,995.0,2260.0
18-09 22:31:18,1.002,1.002,97.996,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,1046.0,2339.0
18-09 22:31:19,0.805,0.402,98.793,0.0,0.0,0.0,2097152.0,0.0,105.0,307.0,0.0,0.0,1065.0,2343.0
18-09 22:31:20,1.804,0.200,97.996,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1064.0,2398.0
18-09 22:31:21,2.218,0.403,97.379,0.0,0.0,0.0,2097152.0,0.0,211.0,831.0,0.0,0.0,1121.0,2502.0
18-09 22:31:22,0.808,0.0,98.788,0.404,0.0,0.0,0.0,61440.0,105.0,307.0,0.0,0.0,1006.0,2209.0
18-09 22:31:23,0.803,0.402,98.795,0.0,0.0,0.0,2097152.0,0.0,105.0,307.0,0.0,0.0,996.0,2193.0
18-09 22:31:24,0.805,0.402,98.793,0.0,0.0,0.0,0.0,0.0,211.0,831.0,0.0,0.0,986.0,2213.0
18-09 22:31:25,1.004,0.402,98.594,0.0,0.0,0.0,2097152.0,0.0,105.0,307.0,0.0,0.0,1015.0,2260.0
18-09 22:31:26,1.400,0.200,98.400,0.0,0.0,0.0,0.0,0.0,105.0,307.0,0.0,0.0,1028.0,2264.0
18-09 22:31:27,1.610,0.604,97.787,0.0,0.0,0.0,2097152.0,0.0,211.0,831.0,0.0,0.0,1155.0,2559.0
18-09 22:31:28,1.807,0.402,97.390,0.402,0.0,0.0,0.0,16384.0,105.0,307.0,0.0,0.0,1151.0,2549.0
18-09 22:31:29,1.414,0.404,98.182,0.0,0.0,0.0,2228224.0,0.0,105.0,307.0,0.0,0.0,1126.0,2515.0
18-09 22:31:30,6.225,0.803,88.554,4.418,0.0,0.0,1417216.0,0.0,8353.0,3435.0,0.0,0.0,1381.0,2673.0
18-09 22:31:31,24.646,2.020,65.455,7.879,0.0,0.0,7163904.0,12288.0,5635.0,1343.0,0.0,0.0,2887.0,4350.0
18-09 22:31:32,13.600,1.600,76.0,8.600,0.0,0.200,3674112.0,0.0,1199.0,1815.0,0.0,0.0,2032.0,3340.0
18-09 22:31:33,30.754,5.906,56.212,7.128,0.0,0.0,4661248.0,0.0,219594.0,11343.0,0.0,0.0,5378.0,8278.0
18-09 22:31:34,24.544,3.854,36.308,35.294,0.0,0.0,4517888.0,225280.0,105.0,454.0,0.0,0.0,3362.0,5801.0
18-09 22:31:35,18.437,2.605,40.681,38.277,0.0,0.0,6758400.0,0.0,105.0,454.0,0.0,0.0,2272.0,4010.0
18-09 22:31:36,73.306,3.901,14.990,7.598,0.0,0.205,2457600.0,0.0,277.0,1110.0,0.0,0.0,2567.0,3586.0
18-09 22:31:37,89.157,5.823,2.811,2.209,0.0,0.0,4182016.0,0.0,105.0,520.0,0.0,0.0,2450.0,3525.0
18-09 22:31:38,76.316,4.453,11.943,7.287,0.0,0.0,3235840.0,0.0,2541.0,2176.0,0.0,0.0,2375.0,3579.0
18-09 22:31:39,63.380,5.231,16.700,14.688,0.0,0.0,4567040.0,188416.0,2535.0,4534.0,0.0,0.0,2805.0,5238.0
18-09 22:31:40,81.339,5.274,10.751,2.637,0.0,0.0,2920448.0,0.0,555.0,883.0,0.0,0.0,2535.0,3717.0
18-09 22:31:41,69.231,4.858,12.146,13.563,0.0,0.202,13303808.0,40960.0,19863.0,7481.0,0.0,0.0,2609.0,4586.0
18-09 22:31:42,72.782,4.234,13.911,8.871,0.0,0.202,33001472.0,0.0,385.0,1308.0,0.0,0.0,2317.0,3640.0
18-09 22:31:43,61.290,1.210,36.895,0.605,0.0,0.0,2183168.0,0.0,3203.0,8052.0,0.0,0.0,1924.0,3161.0
18-09 22:31:44,97.605,2.196,0.0,0.0,0.0,0.200,8441856.0,106496.0,1571.0,1018.0,0.0,0.0,2596.0,3995.0
18-09 22:31:45,96.400,3.200,0.200,0.0,0.0,0.200,21004288.0,0.0,309.0,1599.0,0.0,0.0,2715.0,4887.0
18-09 22:31:46,63.454,6.024,12.249,17.871,0.0,0.402,50724864.0,1298432.0,3885.0,1630.0,0.0,0.0,2670.0,5957.0
18-09 22:31:47,61.010,5.657,4.848,28.081,0.0,0.404,87318528.0,0.0,105.0,454.0,0.0,0.0,3170.0,6919.0
18-09 22:31:48,40.719,5.389,8.982,44.311,0.0,0.599,86642688.0,0.0,639.0,4940.0,0.0,0.0,2852.0,6343.0
18-09 22:31:49,45.161,5.645,22.581,26.008,0.0,0.605,71249920.0,61440.0,105.0,454.0,0.0,0.0,2832.0,6388.0
18-09 22:31:50,33.943,4.472,26.220,35.163,0.0,0.203,81498112.0,0.0,105.0,454.0,0.0,0.0,2527.0,5987.0
18-09 22:31:51,37.675,5.411,30.461,26.253,0.0,0.200,53141504.0,20705280.0,639.0,4946.0,0.0,0.0,2182.0,5293.0
18-09 22:31:52,44.711,6.387,22.355,25.948,0.0,0.599,85897216.0,0.0,1863.0,1042.0,0.0,0.0,2994.0,6834.0
18-09 22:31:53,42.052,8.249,17.706,31.590,0.0,0.402,89714688.0,0.0,1863.0,1042.0,0.0,0.0,2713.0,7049.0
18-09 22:31:54,42.656,6.640,20.926,29.175,0.0,0.604,72208384.0,49152.0,4155.0,6143.0,0.0,0.0,2757.0,6312.0
18-09 22:31:55,44.980,6.225,21.285,27.510,0.0,0.0,89075712.0,0.0,105.0,454.0,0.0,0.0,2926.0,6773.0
18-09 22:31:56,34.818,4.858,25.709,34.008,0.0,0.607,83443712.0,0.0,105.0,454.0,0.0,0.0,2524.0,6511.0
18-09 22:31:57,41.988,5.882,17.444,34.483,0.0,0.203,82628608.0,0.0,639.0,4946.0,0.0,0.0,2896.0,6918.0
18-09 22:31:58,41.414,5.051,27.475,25.455,0.0,0.606,89272320.0,0.0,1873.0,5069.0,0.0,0.0,2932.0,6704.0
18-09 22:31:59,37.805,4.065,26.016,31.911,0.0,0.203,63807488.0,94208.0,2702.0,7308.0,0.0,0.0,2836.0,6803.0
18-09 22:32:00,42.972,4.418,33.333,18.876,0.0,0.402,79532032.0,32768.0,2660.0,9244.0,0.0,0.0,3111.0,6861.0
18-09 22:32:01,40.891,5.263,53.441,0.202,0.0,0.202,12623872.0,110592.0,9209.0,7975.0,0.0,0.0,2910.0,5874.0
18-09 22:32:02,73.684,2.227,24.089,0.0,0.0,0.0,2228224.0,0.0,461.0,1230.0,0.0,0.0,2377.0,2616.0
18-09 22:32:03,73.253,3.792,22.954,0.0,0.0,0.0,0.0,0.0,2290.0,3778.0,0.0,0.0,2244.0,2950.0
18-09 22:32:04,54.125,2.012,43.863,0.0,0.0,0.0,2097152.0,212992.0,10504.0,313587.0,0.0,0.0,1871.0,3004.0
18-09 22:32:05,49.899,2.840,46.045,1.014,0.0,0.203,10649600.0,0.0,336231.0,889904.0,0.0,0.0,2512.0,3563.0
18-09 22:32:06,65.873,2.778,27.778,2.976,0.0,0.595,10604544.0,24227840.0,1147143.0,4735364.0,0.0,0.0,3704.0,4125.0
18-09 22:32:07,82.129,3.614,12.048,0.402,0.0,1.807,22499328.0,0.0,16506972.0,18493650.0,0.0,0.0,8130.0,4883.0
18-09 22:32:08,26.008,4.234,62.097,5.444,0.0,2.218,55820288.0,32768.0,5255346.0,35211631.0,0.0,0.0,6766.0,6381.0
18-09 22:32:09,14.463,2.479,72.521,8.678,0.0,1.860,59277312.0,126976.0,20719546.0,60258230.0,0.0,0.0,8967.0,5685.0
18-09 22:32:10,16.387,2.101,74.790,5.042,0.0,1.681,71794688.0,0.0,22884418.0,73885088.0,0.0,0.0,10627.0,6048.0
18-09 22:32:11,9.816,1.840,75.665,8.589,0.0,4.090,74846208.0,1179648.0,14916454.0,74259994.0,0.0,0.0,9986.0,5919.0
18-09 22:32:12,5.092,1.426,87.984,2.444,0.0,3.055,56107008.0,0.0,7979272.0,55296834.0,0.0,0.0,7575.0,5318.0
18-09 22:32:13,4.675,2.033,87.195,2.439,0.0,3.659,74354688.0,0.0,4770146.0,73753580.0,0.0,0.0,8447.0,5625.0
18-09 22:32:14,6.017,1.037,77.178,14.938,0.0,0.830,57729024.0,45056.0,9038290.0,55942847.0,0.0,0.0,6881.0,5010.0
18-09 22:32:15,4.842,1.474,88.632,4.211,0.0,0.842,86474752.0,0.0,6849938.0,87222470.0,0.0,0.0,9151.0,6089.0
18-09 22:32:16,11.900,2.296,77.662,7.098,0.0,1.044,56795136.0,5816320.0,20773993.0,59231503.0,0.0,0.0,9572.0,5634.0
18-09 22:32:17,17.850,3.043,73.834,4.057,0.0,1.217,36864.0,92790784.0,34259720.0,448975.0,0.0,0.0,10098.0,4814.0
18-09 22:32:18,16.867,2.410,74.699,4.618,0.0,1.406,2236416.0,79306752.0,33838683.0,66161.0,0.0,0.0,10588.0,4500.0
18-09 22:32:19,11.179,1.220,78.862,8.130,0.0,0.610,16384.0,67944448.0,18435639.0,54354.0,0.0,0.0,5774.0,3684.0
18-09 22:32:20,12.575,2.595,58.084,26.347,0.0,0.399,28012544.0,52826112.0,106.0,345.0,0.0,0.0,1641.0,3515.0
18-09 22:32:21,21.818,3.434,74.747,0.0,0.0,0.0,48242688.0,0.0,212.0,869.0,0.0,0.0,2729.0,6184.0
18-09 22:32:22,22.828,4.444,72.323,0.0,0.0,0.404,46936064.0,0.0,279.0,1468.0,0.0,0.0,2815.0,6083.0
18-09 22:32:23,15.758,2.020,82.020,0.0,0.0,0.202,16261120.0,0.0,2475.0,6034.0,0.0,0.0,2317.0,5386.0
18-09 22:32:24,1.992,0.797,97.211,0.0,0.0,0.0,2097152.0,32768.0,212.0,1009.0,0.0,0.0,1033.0,2467.0
18-09 22:32:25,2.0,0.200,96.800,1.0,0.0,0.0,0.0,94208.0,106.0,485.0,0.0,0.0,969.0,2311.0
18-09 22:32:26,2.196,0.399,97.405,0.0,0.0,0.0,2097152.0,0.0,106.0,485.0,0.0,0.0,1035.0,2396.0
18-09 22:32:27,1.408,0.402,98.189,0.0,0.0,0.0,0.0,0.0,212.0,1009.0,0.0,0.0,1054.0,2478.0
18-09 22:32:28,0.808,0.606,98.586,0.0,0.0,0.0,2097152.0,0.0,106.0,485.0,0.0,0.0,1022.0,2452.0
18-09 22:32:29,1.012,0.202,98.785,0.0,0.0,0.0,0.0,0.0,106.0,485.0,0.0,0.0,1023.0,2437.0
18-09 22:32:30,1.215,0.202,98.583,0.0,0.0,0.0,2097152.0,0.0,212.0,1009.0,0.0,0.0,1072.0,2468.0
18-09 22:32:31,3.018,0.402,94.970,1.610,0.0,0.0,8192.0,20480.0,1051.0,1269.0,0.0,0.0,1182.0,2543.0
18-09 22:32:32,4.481,1.018,93.890,0.611,0.0,0.0,12709888.0,0.0,30930.0,10457480.0,0.0,0.0,2469.0,3412.0
18-09 22:32:33,1.613,0.806,97.177,0.403,0.0,0.0,36864.0,0.0,453.0,898.0,0.0,0.0,1136.0,2494.0
18-09 22:32:34,1.811,0.604,97.586,0.0,0.0,0.0,2228224.0,0.0,8366.0,3770.0,0.0,0.0,1173.0,2565.0
18-09 22:32:35,1.004,1.205,97.791,0.0,0.0,0.0,0.0,720896.0,106.0,308.0,0.0,0.0,1059.0,2366.0
18-09 22:32:36,2.0,0.800,97.200,0.0,0.0,0.0,2097152.0,0.0,213.0,832.0,0.0,0.0,1106.0,2417.0
18-09 22:32:37,2.806,2.806,93.387,0.401,0.0,0.601,0.0,188416.0,17910524.0,17196996.0,0.0,0.0,3478.0,3753.0
18-09 22:32:38,3.175,0.992,95.437,0.0,0.0,0.397,2097152.0,0.0,3909747.0,3751182.0,0.0,0.0,1630.0,2717.0
18-09 22:32:39,1.616,0.404,97.980,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1108.0,2455.0
18-09 22:32:40,2.405,1.002,93.186,3.407,0.0,0.0,2101248.0,14811136.0,14382.0,14643.0,0.0,0.0,1144.0,2489.0
18-09 22:32:41,1.411,0.806,97.782,0.0,0.0,0.0,0.0,76812288.0,107.0,309.0,0.0,0.0,1053.0,2433.0
18-09 22:32:42,1.807,0.402,97.791,0.0,0.0,0.0,2097152.0,0.0,345.0,1098.0,0.0,0.0,1118.0,2541.0
18-09 22:32:43,2.020,0.808,96.768,0.404,0.0,0.0,0.0,81920.0,14565.0,4657.0,0.0,0.0,1399.0,2800.0
18-09 22:32:44,53.893,9.221,36.680,0.0,0.0,0.205,2097152.0,0.0,219625.0,12754.0,0.0,0.0,5116.0,7864.0
18-09 22:32:45,89.579,4.008,6.212,0.0,0.0,0.200,0.0,0.0,213.0,980.0,0.0,0.0,2587.0,3243.0
18-09 22:32:46,95.0,5.0,0.0,0.0,0.0,0.0,2097152.0,40960.0,743.0,791.0,0.0,0.0,2324.0,3006.0
18-09 22:32:47,90.581,5.812,3.607,0.0,0.0,0.0,0.0,0.0,4229.0,5463.0,0.0,0.0,2269.0,3183.0
18-09 22:32:48,89.474,4.453,6.073,0.0,0.0,0.0,2097152.0,0.0,345.0,1112.0,0.0,0.0,2294.0,3539.0
18-09 22:32:49,85.312,5.030,9.457,0.0,0.0,0.201,0.0,307200.0,28919.0,623517.0,0.0,0.0,2911.0,5160.0
18-09 22:32:50,81.174,6.073,11.943,0.0,0.0,0.810,2117632.0,0.0,1634524.0,8590908.0,0.0,0.0,3433.0,3809.0
18-09 22:32:51,94.567,2.012,2.213,0.0,0.0,1.207,0.0,303104.0,9606095.0,40549779.0,0.0,0.0,5324.0,4344.0
18-09 22:32:52,81.690,6.439,7.042,0.0,0.0,4.829,2097152.0,0.0,97664151.0,29864595.0,0.0,0.0,17000.0,5661.0
18-09 22:32:53,77.282,5.882,11.359,0.0,0.0,5.477,0.0,0.0,131842680.0,249531.0,0.0,0.0,21674.0,4407.0
18-09 22:32:54,77.510,7.028,11.245,0.402,0.0,3.815,2117632.0,45056.0,123934075.0,238923.0,0.0,0.0,31991.0,4605.0
18-09 22:32:55,72.837,8.652,14.085,0.0,0.0,4.427,0.0,0.0,120396457.0,243349.0,0.0,0.0,33924.0,3975.0
18-09 22:32:56,78.715,9.639,8.835,0.0,0.0,2.811,2097152.0,20480.0,105643609.0,208764.0,0.0,0.0,29645.0,3812.0
18-09 22:32:57,75.301,7.028,12.249,0.0,0.0,5.422,0.0,0.0,135725413.0,253437.0,0.0,0.0,25285.0,4276.0
18-09 22:32:58,71.429,10.145,11.594,0.0,0.0,6.832,2097152.0,0.0,161051278.0,220064.0,0.0,0.0,18367.0,3705.0
18-09 22:32:59,86.373,5.010,6.814,0.200,0.0,1.603,0.0,45056.0,38440417.0,79970.0,0.0,0.0,7926.0,4931.0
18-09 22:33:00,42.052,4.829,52.918,0.201,0.0,0.0,2150400.0,131072.0,8233.0,18235.0,0.0,0.0,2472.0,4803.0
18-09 22:33:01,1.008,0.202,98.790,0.0,0.0,0.0,0.0,0.0,107.0,1007.0,0.0,0.0,793.0,1773.0
18-09 22:33:02,1.207,0.604,97.988,0.0,0.0,0.201,2097152.0,0.0,3117.0,4350.0,0.0,0.0,1058.0,2031.0
18-09 22:33:03,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,213.0,1532.0,0.0,0.0,1007.0,1994.0
18-09 22:33:04,1.606,0.402,97.390,0.602,0.0,0.0,2097152.0,122880.0,7897.0,6125.0,0.0,0.0,1122.0,2152.0
18-09 22:33:05,1.205,0.602,98.193,0.0,0.0,0.0,0.0,0.0,107.0,1007.0,0.0,0.0,1040.0,2095.0
18-09 22:33:06,1.408,0.402,98.189,0.0,0.0,0.0,0.0,323584.0,213.0,1532.0,0.0,0.0,1045.0,2145.0
18-09 22:33:07,3.622,1.610,93.561,0.0,0.0,1.207,0.0,65536.0,21763213.0,57150.0,0.0,0.0,2608.0,3631.0
18-09 22:33:08,1.800,0.600,95.400,2.200,0.0,0.0,1277952.0,0.0,107.0,485.0,0.0,0.0,1098.0,2257.0
18-09 22:33:09,2.410,1.004,95.181,1.406,0.0,0.0,630784.0,110592.0,322.0,834.0,0.0,0.0,1168.0,2530.0
18-09 22:33:10,2.213,0.604,95.573,1.610,0.0,0.0,1744896.0,0.0,107.0,309.0,0.0,0.0,1324.0,2525.0
18-09 22:33:11,3.043,0.203,95.538,1.217,0.0,0.0,282624.0,0.0,107.0,309.0,0.0,0.0,1349.0,2487.0
18-09 22:33:12,2.414,0.201,96.378,1.006,0.0,0.0,1282048.0,0.0,213.0,834.0,0.0,0.0,1295.0,2447.0
18-09 22:33:13,2.0,0.600,96.800,0.600,0.0,0.0,1421312.0,0.0,107.0,309.0,0.0,0.0,1235.0,2407.0
18-09 22:33:14,1.610,0.805,94.769,2.817,0.0,0.0,598016.0,94208.0,107.0,309.0,0.0,0.0,1257.0,2529.0
18-09 22:33:15,2.016,0.605,96.774,0.605,0.0,0.0,4423680.0,0.0,10421.0,435060.0,0.0,0.0,1342.0,2609.0
18-09 22:33:16,1.613,0.605,97.581,0.0,0.0,0.202,0.0,21356544.0,4598.0,999504.0,0.0,0.0,1511.0,2617.0
18-09 22:33:17,1.629,0.611,97.760,0.0,0.0,0.0,2162688.0,0.0,29678.0,4362326.0,0.0,0.0,1853.0,2989.0
18-09 22:33:18,2.004,0.601,97.395,0.0,0.0,0.0,0.0,0.0,345.0,900.0,0.0,0.0,1166.0,2497.0
18-09 22:33:19,1.610,0.402,97.988,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1101.0,2441.0
18-09 22:33:20,2.191,0.797,95.418,1.594,0.0,0.0,0.0,98304.0,107.0,309.0,0.0,0.0,1113.0,2452.0
18-09 22:33:21,1.610,0.604,97.787,0.0,0.0,0.0,2228224.0,1146880.0,213.0,834.0,0.0,0.0,1149.0,2484.0
18-09 22:33:22,1.210,0.605,98.185,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1092.0,2403.0
18-09 22:33:23,1.012,0.607,98.381,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1067.0,2402.0
18-09 22:33:24,1.210,0.806,97.984,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1118.0,2458.0
18-09 22:33:25,2.789,0.598,96.614,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1149.0,2504.0
18-09 22:33:26,1.606,0.602,97.390,0.402,0.0,0.0,0.0,249856.0,107.0,309.0,0.0,0.0,1162.0,2546.0
18-09 22:33:27,1.411,0.605,97.984,0.0,0.0,0.0,2097152.0,0.0,213.0,834.0,0.0,0.0,1152.0,2522.0
18-09 22:33:28,1.414,0.404,98.182,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1154.0,2519.0
18-09 22:33:29,1.406,1.205,97.390,0.0,0.0,0.0,2228224.0,0.0,1225.0,1359.0,0.0,0.0,1212.0,2596.0
18-09 22:33:30,2.0,0.800,97.200,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1161.0,2548.0
18-09 22:33:31,2.012,0.604,97.384,0.0,0.0,0.0,2101248.0,5234688.0,11265.0,9257.0,0.0,0.0,1198.0,2589.0
18-09 22:33:32,1.807,0.602,97.189,0.402,0.0,0.0,0.0,86016.0,107.0,309.0,0.0,0.0,1162.0,2536.0
18-09 22:33:33,1.822,0.405,97.773,0.0,0.0,0.0,2097152.0,0.0,345.0,834.0,0.0,0.0,1172.0,2578.0
18-09 22:33:34,2.464,2.464,94.867,0.0,0.0,0.205,0.0,65536.0,22051951.0,20983497.0,0.0,0.0,3885.0,3953.0
18-09 22:33:35,1.008,0.806,98.185,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1121.0,2489.0
18-09 22:33:36,1.215,0.405,98.381,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1123.0,2503.0
18-09 22:33:37,1.606,0.803,97.590,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1114.0,2481.0
18-09 22:33:38,1.807,0.803,96.988,0.402,0.0,0.0,0.0,61440.0,107.0,309.0,0.0,0.0,1126.0,2531.0
18-09 22:33:39,1.811,0.402,97.787,0.0,0.0,0.0,2097152.0,0.0,213.0,834.0,0.0,0.0,1139.0,2531.0
18-09 22:33:40,2.008,0.803,97.189,0.0,0.0,0.0,0.0,0.0,107.0,309.0,0.0,0.0,1136.0,2506.0
18-09 22:33:41,2.0,0.600,97.400,0.0,0.0,0.0,2097152.0,221184.0,107.0,309.0,0.0,0.0,1126.0,2501.0
18-09 22:33:42,1.815,0.403,97.782,0.0,0.0,0.0,0.0,0.0,213.0,834.0,0.0,0.0,1128.0,2551.0
18-09 22:33:43,1.616,0.202,98.182,0.0,0.0,0.0,2097152.0,0.0,107.0,309.0,0.0,0.0,1132.0,2525.0
18-09 22:33:44,1.610,0.402,97.787,0.201,0.0,0.0,0.0,40960.0,107.0,309.0,0.0,0.0,1092.0,2477.0
18-09 22:33:45,1.804,0.802,97.395,0.0,0.0,0.0,2228224.0,0.0,213.0,834.0,0.0,0.0,1152.0,2572.0
18-09 22:33:46,7.677,3.636,88.485,0.0,0.0,0.202,0.0,40960.0,221430.0,12836.0,0.0,0.0,2216.0,4204.0
