"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm4",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 21:10:33 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 21:11:03,1.815,0.605,97.581,0.0,0.0,0.0,2162688.0,0.0,171.0,317.0,0.0,0.0,1104.0,2408.0
18-09 21:11:04,1.822,0.607,97.571,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1083.0,2413.0
18-09 21:11:05,16.970,2.626,73.535,6.869,0.0,0.0,9318400.0,0.0,9314.0,2165424.0,0.0,0.0,2095.0,3037.0
18-09 21:11:06,2.240,0.204,96.945,0.407,0.0,0.204,11771904.0,36864.0,35124.0,15569908.0,0.0,0.0,2628.0,3286.0
18-09 21:11:07,2.209,0.201,97.590,0.0,0.0,0.0,2228224.0,40960.0,237.0,383.0,0.0,0.0,1132.0,2408.0
18-09 21:11:08,1.815,0.403,97.782,0.0,0.0,0.0,0.0,0.0,211.0,841.0,0.0,0.0,1131.0,2440.0
18-09 21:11:09,1.818,0.202,97.980,0.0,0.0,0.0,2097152.0,0.0,105.0,317.0,0.0,0.0,1096.0,2412.0
18-09 21:11:10,1.807,0.602,97.590,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1102.0,2405.0
18-09 21:11:11,2.823,0.806,94.556,1.815,0.0,0.0,2449408.0,0.0,1018766.0,582253.0,0.0,0.0,1510.0,2752.0
18-09 21:11:12,2.419,0.806,95.363,1.411,0.0,0.0,266240.0,90112.0,61883.0,465980.0,0.0,0.0,1355.0,2657.0
18-09 21:11:13,3.012,0.803,95.181,1.004,0.0,0.0,2510848.0,0.0,14334.0,14891.0,0.0,0.0,1384.0,2737.0
18-09 21:11:14,3.846,2.429,91.903,1.417,0.0,0.405,57344.0,65536.0,21777918.0,70222.0,0.0,0.0,2612.0,3629.0
18-09 21:11:15,1.411,0.605,97.984,0.0,0.0,0.0,2228224.0,0.0,105.0,317.0,0.0,0.0,1133.0,2478.0
18-09 21:11:16,1.613,0.605,97.782,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1162.0,2505.0
18-09 21:11:17,1.815,0.806,97.177,0.202,0.0,0.0,2097152.0,98304.0,211.0,841.0,0.0,0.0,1188.0,2557.0
18-09 21:11:18,2.008,0.602,97.390,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1149.0,2476.0
18-09 21:11:19,1.613,0.403,97.984,0.0,0.0,0.0,2097152.0,0.0,105.0,317.0,0.0,0.0,1149.0,2478.0
18-09 21:11:20,2.012,0.402,97.183,0.402,0.0,0.0,4096.0,0.0,211.0,841.0,0.0,0.0,1166.0,2518.0
18-09 21:11:21,1.613,0.403,97.984,0.0,0.0,0.0,2097152.0,0.0,105.0,317.0,0.0,0.0,1127.0,2433.0
18-09 21:11:22,2.222,0.202,97.576,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1112.0,2439.0
18-09 21:11:23,1.014,0.609,96.755,1.623,0.0,0.0,2097152.0,16384.0,211.0,841.0,0.0,0.0,1138.0,2509.0
18-09 21:11:24,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1118.0,2468.0
18-09 21:11:25,2.213,0.402,97.384,0.0,0.0,0.0,2097152.0,0.0,105.0,317.0,0.0,0.0,1179.0,2521.0
18-09 21:11:26,1.414,0.606,97.980,0.0,0.0,0.0,0.0,0.0,211.0,841.0,0.0,0.0,1145.0,2522.0
18-09 21:11:27,1.619,0.202,98.178,0.0,0.0,0.0,2097152.0,0.0,105.0,317.0,0.0,0.0,1149.0,2488.0
18-09 21:11:28,1.818,0.202,97.980,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1116.0,2461.0
18-09 21:11:29,11.134,0.810,79.555,8.502,0.0,0.0,4788224.0,16384.0,13540.0,3839.0,0.0,0.0,2088.0,3579.0
18-09 21:11:30,27.364,2.817,64.386,5.433,0.0,0.0,5066752.0,0.0,765.0,1369.0,0.0,0.0,2539.0,3725.0
18-09 21:11:31,13.793,1.826,74.037,10.142,0.0,0.203,4587520.0,0.0,10671.0,7453.0,0.0,0.0,3427.0,5435.0
18-09 21:11:32,22.581,8.669,48.387,20.363,0.0,0.0,4833280.0,12288.0,210608.0,7975.0,0.0,0.0,4528.0,7277.0
18-09 21:11:33,23.434,5.051,37.778,33.737,0.0,0.0,5955584.0,0.0,105.0,464.0,0.0,0.0,2694.0,4908.0
18-09 21:11:34,29.735,3.666,28.717,37.882,0.0,0.0,3788800.0,315392.0,105.0,464.0,0.0,0.0,2443.0,4064.0
18-09 21:11:35,83.567,6.613,7.214,2.605,0.0,0.0,3444736.0,0.0,277.0,1120.0,0.0,0.0,2506.0,2951.0
18-09 21:11:36,85.111,7.243,4.024,3.622,0.0,0.0,2609152.0,0.0,741.0,782.0,0.0,0.0,2766.0,3510.0
18-09 21:11:37,52.977,7.392,21.971,17.659,0.0,0.0,6004736.0,40960.0,4229.0,5490.0,0.0,0.0,2752.0,4623.0
18-09 21:11:38,90.400,8.0,1.0,0.400,0.0,0.200,1855488.0,0.0,211.0,988.0,0.0,0.0,2625.0,4278.0
18-09 21:11:39,85.223,4.453,10.121,0.202,0.0,0.0,4481024.0,114688.0,9483.0,4396.0,0.0,0.0,2406.0,3691.0
18-09 21:11:40,71.690,5.092,13.238,9.776,0.0,0.204,21336064.0,0.0,10935.0,3992.0,0.0,0.0,2531.0,4122.0
18-09 21:11:41,69.325,5.726,11.043,13.701,0.0,0.204,24862720.0,0.0,649.0,1822.0,0.0,0.0,2147.0,2785.0
18-09 21:11:42,57.661,2.823,38.911,0.605,0.0,0.0,73728.0,1024000.0,3005.0,7640.0,0.0,0.0,2080.0,3035.0
18-09 21:11:43,95.409,4.391,0.200,0.0,0.0,0.0,12636160.0,0.0,1505.0,1028.0,0.0,0.0,2645.0,4215.0
18-09 21:11:44,94.578,5.020,0.0,0.0,0.0,0.402,18333696.0,90112.0,309.0,1609.0,0.0,0.0,2803.0,5036.0
18-09 21:11:45,79.637,10.484,3.024,6.250,0.0,0.605,77651968.0,0.0,3885.0,1640.0,0.0,0.0,3384.0,7117.0
18-09 21:11:46,61.277,6.387,0.998,30.938,0.0,0.399,85090304.0,0.0,105.0,464.0,0.0,0.0,3154.0,7183.0
18-09 21:11:47,47.047,6.110,11.405,35.234,0.0,0.204,69550080.0,0.0,639.0,4951.0,0.0,0.0,2834.0,6628.0
18-09 21:11:48,25.352,4.024,32.797,37.827,0.0,0.0,52428800.0,21028864.0,105.0,464.0,0.0,0.0,1967.0,4605.0
18-09 21:11:49,32.587,4.481,18.941,43.585,0.0,0.407,70045696.0,61440.0,105.0,464.0,0.0,0.0,2342.0,5093.0
18-09 21:11:50,48.193,6.627,22.289,22.289,0.0,0.602,77004800.0,8192.0,1518.0,5250.0,0.0,0.0,2705.0,6347.0
18-09 21:11:51,42.972,5.622,13.052,37.751,0.0,0.602,84471808.0,0.0,105.0,464.0,0.0,0.0,2698.0,6931.0
18-09 21:11:52,48.193,8.635,13.655,28.715,0.0,0.803,86749184.0,0.0,2742.0,1346.0,0.0,0.0,2972.0,7141.0
18-09 21:11:53,48.381,7.085,19.433,24.696,0.0,0.405,85827584.0,0.0,4155.0,6139.0,0.0,0.0,3017.0,7200.0
18-09 21:11:54,39.113,7.056,17.944,35.484,0.0,0.403,77733888.0,61440.0,105.0,464.0,0.0,0.0,2438.0,6418.0
18-09 21:11:55,36.400,4.400,22.400,36.200,0.0,0.600,78798848.0,4096.0,105.0,464.0,0.0,0.0,2365.0,6280.0
18-09 21:11:56,43.293,6.504,16.057,33.943,0.0,0.203,88825856.0,0.0,639.0,4956.0,0.0,0.0,2860.0,6907.0
18-09 21:11:57,42.480,5.285,20.325,31.504,0.0,0.407,83255296.0,0.0,105.0,464.0,0.0,0.0,2859.0,6625.0
18-09 21:11:58,38.431,6.036,33.199,21.932,0.0,0.402,90062848.0,0.0,303.0,1513.0,0.0,0.0,2934.0,6911.0
18-09 21:11:59,42.020,7.475,18.788,31.313,0.0,0.404,67588096.0,90112.0,6054.0,19807.0,0.0,0.0,3028.0,7171.0
18-09 21:12:00,5.444,2.218,91.935,0.403,0.0,0.0,4235264.0,98304.0,3584.0,8103.0,0.0,0.0,2095.0,4005.0
18-09 21:12:01,0.808,0.404,98.788,0.0,0.0,0.0,2097152.0,0.0,105.0,1016.0,0.0,0.0,863.0,2212.0
18-09 21:12:02,1.408,0.604,97.988,0.0,0.0,0.0,0.0,0.0,5287.0,266468.0,0.0,0.0,989.0,2319.0
18-09 21:12:03,1.205,0.803,94.177,3.815,0.0,0.0,2236416.0,24276992.0,559.0,42285.0,0.0,0.0,1024.0,2305.0
18-09 21:12:04,1.815,0.403,96.573,1.210,0.0,0.0,4243456.0,147456.0,9359.0,1394187.0,0.0,0.0,1552.0,2699.0
18-09 21:12:05,1.623,0.203,97.769,0.0,0.0,0.406,8519680.0,0.0,21966.0,6307350.0,0.0,0.0,2293.0,3254.0
18-09 21:12:06,1.833,1.018,94.297,1.222,0.0,1.629,31383552.0,0.0,139153.0,29073644.0,0.0,0.0,4938.0,4465.0
18-09 21:12:07,2.429,1.417,92.105,1.619,0.0,2.429,63115264.0,0.0,282617.0,64351167.0,0.0,0.0,8233.0,5569.0
18-09 21:12:08,1.242,1.656,96.066,0.414,0.0,0.621,53133312.0,1183744.0,206715.0,56791776.0,0.0,0.0,7925.0,5081.0
18-09 21:12:09,1.663,2.287,91.684,4.158,0.0,0.208,69619712.0,0.0,229172.0,67424157.0,0.0,0.0,8965.0,5235.0
18-09 21:12:10,2.277,1.656,90.269,5.176,0.0,0.621,66129920.0,53248.0,301443.0,67710233.0,0.0,0.0,8352.0,5401.0
18-09 21:12:11,2.287,2.079,90.021,5.198,0.0,0.416,84684800.0,0.0,291274.0,83479687.0,0.0,0.0,10420.0,5746.0
18-09 21:12:12,1.667,1.250,90.625,6.042,0.0,0.417,57384960.0,0.0,216421.0,60577528.0,0.0,0.0,7541.0,5306.0
18-09 21:12:13,2.066,1.860,88.843,6.818,0.0,0.413,68329472.0,0.0,246714.0,73684428.0,0.0,0.0,7676.0,5532.0
18-09 21:12:14,1.619,1.012,73.684,23.482,0.0,0.202,13131776.0,64552960.0,50190.0,12002809.0,0.0,0.0,2571.0,3359.0
18-09 21:12:15,1.020,1.020,65.102,32.857,0.0,0.0,14299136.0,46338048.0,47824.0,12775043.0,0.0,0.0,2731.0,3441.0
18-09 21:12:16,1.811,1.408,75.453,21.127,0.0,0.201,9437184.0,63889408.0,68462.0,10659693.0,0.0,0.0,2280.0,3318.0
18-09 21:12:17,2.240,1.222,66.599,29.735,0.0,0.204,19234816.0,51232768.0,94950.0,21308731.0,0.0,0.0,3182.0,3998.0
18-09 21:12:18,1.423,1.016,81.707,15.854,0.0,0.0,14819328.0,56086528.0,55774.0,14861883.0,0.0,0.0,2424.0,3403.0
18-09 21:12:19,2.049,0.615,79.918,17.008,0.0,0.410,51757056.0,16433152.0,115276.0,48203640.0,0.0,0.0,4048.0,4633.0
18-09 21:12:20,2.088,1.461,90.605,5.846,0.0,0.0,81170432.0,49152.0,166598.0,84163123.0,0.0,0.0,6718.0,5818.0
18-09 21:12:21,1.852,1.029,95.473,1.646,0.0,0.0,44322816.0,8192.0,93380.0,42703352.0,0.0,0.0,5620.0,5190.0
18-09 21:12:22,1.210,0.605,97.782,0.0,0.0,0.403,8388608.0,0.0,30077.0,12425444.0,0.0,0.0,2311.0,3352.0
18-09 21:12:23,1.215,0.405,98.381,0.0,0.0,0.0,0.0,0.0,212.0,33154.0,0.0,0.0,1236.0,2727.0
18-09 21:12:24,0.810,0.607,98.583,0.0,0.0,0.0,0.0,217088.0,106.0,318.0,0.0,0.0,1213.0,2683.0
18-09 21:12:25,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,106.0,318.0,0.0,0.0,1224.0,2693.0
18-09 21:12:26,1.411,0.605,96.573,1.411,0.0,0.0,0.0,24576.0,212.0,842.0,0.0,0.0,1239.0,2705.0
18-09 21:12:27,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,106.0,318.0,0.0,0.0,1214.0,2677.0
18-09 21:12:28,1.610,0.402,97.988,0.0,0.0,0.0,0.0,0.0,106.0,318.0,0.0,0.0,1194.0,2640.0
18-09 21:12:29,1.811,0.201,97.988,0.0,0.0,0.0,0.0,0.0,212.0,842.0,0.0,0.0,1203.0,2648.0
18-09 21:12:30,8.266,1.210,90.121,0.403,0.0,0.0,212992.0,0.0,2359.0,3821.0,0.0,0.0,1626.0,3281.0
18-09 21:12:31,1.815,0.605,96.371,1.008,0.0,0.202,10399744.0,0.0,27624.0,7413210.0,0.0,0.0,1954.0,3135.0
18-09 21:12:32,1.623,0.609,96.755,1.014,0.0,0.0,0.0,69632.0,6660.0,3043747.0,0.0,0.0,1547.0,3064.0
18-09 21:12:33,4.016,0.602,95.382,0.0,0.0,0.0,0.0,4096.0,239.0,384.0,0.0,0.0,1469.0,2957.0
18-09 21:12:34,2.410,0.402,97.189,0.0,0.0,0.0,0.0,0.0,7344.0,7750.0,0.0,0.0,1500.0,2913.0
18-09 21:12:35,1.818,0.404,97.778,0.0,0.0,0.0,0.0,0.0,15964.0,15814.0,0.0,0.0,1368.0,2732.0
18-09 21:12:36,1.012,0.607,98.381,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1268.0,2632.0
18-09 21:12:37,1.207,1.006,97.586,0.201,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1232.0,2613.0
18-09 21:12:38,2.037,1.426,95.316,1.222,0.0,0.0,0.0,122880.0,7755179.0,25205.0,0.0,0.0,1760.0,3163.0
18-09 21:12:39,2.024,1.822,95.749,0.0,0.0,0.405,0.0,65536.0,10104559.0,27907.0,0.0,0.0,1851.0,3091.0
18-09 21:12:40,1.818,0.606,97.374,0.0,0.0,0.202,0.0,0.0,3899319.0,10187.0,0.0,0.0,1496.0,2777.0
18-09 21:12:41,1.800,0.800,97.400,0.0,0.0,0.0,0.0,0.0,213.0,843.0,0.0,0.0,1279.0,2716.0
18-09 21:12:42,1.403,0.802,97.595,0.0,0.0,0.200,0.0,0.0,107.0,319.0,0.0,0.0,1230.0,2635.0
18-09 21:12:43,1.610,0.402,96.781,1.207,0.0,0.0,0.0,61440.0,107.0,319.0,0.0,0.0,1228.0,2645.0
18-09 21:12:44,1.411,0.403,98.185,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1247.0,2673.0
18-09 21:12:45,1.804,0.802,97.395,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1209.0,2617.0
18-09 21:12:46,1.603,0.802,97.595,0.0,0.0,0.0,0.0,0.0,183.0,319.0,0.0,0.0,1233.0,2672.0
18-09 21:12:47,2.012,0.604,97.384,0.0,0.0,0.0,0.0,0.0,289.0,844.0,0.0,0.0,1230.0,2637.0
18-09 21:12:48,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1220.0,2655.0
18-09 21:12:49,1.815,0.605,97.379,0.202,0.0,0.0,0.0,20480.0,13391.0,446403.0,0.0,0.0,1339.0,2826.0
18-09 21:12:50,1.417,0.405,97.976,0.0,0.0,0.202,0.0,0.0,4635.0,753564.0,0.0,0.0,1530.0,2936.0
18-09 21:12:51,1.818,1.212,95.354,0.0,0.0,1.616,0.0,0.0,150467.0,21869436.0,0.0,0.0,4772.0,4540.0
18-09 21:12:52,2.016,1.411,94.153,0.0,0.0,2.419,0.0,0.0,181893.0,50800247.0,0.0,0.0,7647.0,5139.0
18-09 21:12:53,2.434,0.811,94.929,0.0,0.0,1.826,0.0,8192.0,155286.0,37744876.0,0.0,0.0,5799.0,4884.0
18-09 21:12:54,1.848,0.821,95.483,0.411,0.0,1.437,0.0,32768.0,152489.0,39136512.0,0.0,0.0,5808.0,5005.0
18-09 21:12:55,2.062,0.619,96.907,0.0,0.0,0.412,0.0,0.0,133566.0,36824734.0,0.0,0.0,5179.0,4738.0
18-09 21:12:56,1.860,1.033,96.901,0.0,0.0,0.207,0.0,0.0,163284.0,42714612.0,0.0,0.0,6203.0,5087.0
18-09 21:12:57,1.643,0.821,96.715,0.0,0.0,0.821,0.0,0.0,163403.0,42391136.0,0.0,0.0,5718.0,5136.0
18-09 21:12:58,1.811,0.805,95.976,0.0,0.0,1.408,0.0,86016.0,117212.0,28675551.0,0.0,0.0,4246.0,4077.0
18-09 21:12:59,2.204,0.401,97.395,0.0,0.0,0.0,0.0,0.0,345.0,910.0,0.0,0.0,1374.0,2854.0
18-09 21:13:00,1.411,0.806,97.379,0.403,0.0,0.0,0.0,20480.0,107.0,319.0,0.0,0.0,1305.0,2821.0
18-09 21:13:01,1.619,0.607,97.773,0.0,0.0,0.0,0.0,0.0,3273.0,3812.0,0.0,0.0,1411.0,2974.0
18-09 21:13:02,2.218,0.403,97.379,0.0,0.0,0.0,0.0,0.0,301.0,844.0,0.0,0.0,1318.0,2805.0
18-09 21:13:03,2.012,0.402,97.586,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1309.0,2769.0
18-09 21:13:04,1.411,0.806,97.782,0.0,0.0,0.0,0.0,217088.0,107.0,319.0,0.0,0.0,1305.0,2740.0
18-09 21:13:05,1.616,0.606,97.778,0.0,0.0,0.0,0.0,0.0,7997.0,6704.0,0.0,0.0,1382.0,2873.0
18-09 21:13:06,1.411,0.403,97.581,0.605,0.0,0.0,0.0,73728.0,107.0,319.0,0.0,0.0,1271.0,2721.0
18-09 21:13:07,1.408,0.805,97.787,0.0,0.0,0.0,0.0,0.0,118.0,319.0,0.0,0.0,1249.0,2683.0
18-09 21:13:08,3.043,2.434,93.915,0.0,0.0,0.609,0.0,65536.0,21943351.0,20968780.0,0.0,0.0,3744.0,3384.0
18-09 21:13:09,1.205,0.803,97.992,0.0,0.0,0.0,0.0,49152.0,107.0,319.0,0.0,0.0,1218.0,2652.0
18-09 21:13:10,1.613,0.605,96.573,1.210,0.0,0.0,4251648.0,0.0,107.0,319.0,0.0,0.0,1309.0,2811.0
18-09 21:13:11,1.804,0.601,97.595,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1248.0,2706.0
18-09 21:13:12,1.815,0.403,97.581,0.202,0.0,0.0,2162688.0,81920.0,107.0,319.0,0.0,0.0,1279.0,2708.0
18-09 21:13:13,1.811,0.402,97.787,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1265.0,2733.0
18-09 21:13:14,1.610,0.604,97.787,0.0,0.0,0.0,2097152.0,0.0,213.0,844.0,0.0,0.0,1270.0,2704.0
18-09 21:13:15,1.414,0.404,98.182,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1237.0,2683.0
18-09 21:13:16,1.212,0.606,98.182,0.0,0.0,0.0,2228224.0,0.0,107.0,319.0,0.0,0.0,1257.0,2726.0
18-09 21:13:17,1.215,0.405,98.381,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1277.0,2772.0
18-09 21:13:18,2.0,0.600,96.800,0.600,0.0,0.0,2097152.0,16384.0,107.0,319.0,0.0,0.0,1240.0,2705.0
18-09 21:13:19,1.014,0.406,98.580,0.0,0.0,0.0,0.0,4096.0,107.0,319.0,0.0,0.0,1230.0,2709.0
18-09 21:13:20,15.556,3.434,80.808,0.0,0.0,0.202,2097152.0,0.0,222024.0,14430.0,0.0,0.0,3082.0,4905.0
18-09 21:13:21,25.852,4.208,69.940,0.0,0.0,0.0,0.0,0.0,107.0,355.0,0.0,0.0,2024.0,3082.0
18-09 21:13:22,43.287,2.605,54.108,0.0,0.0,0.0,2097152.0,0.0,1360.0,1691.0,0.0,0.0,2159.0,2723.0
18-09 21:13:23,30.461,2.204,67.335,0.0,0.0,0.0,0.0,0.0,213.0,880.0,0.0,0.0,1557.0,2362.0
18-09 21:13:24,19.512,1.423,76.829,2.236,0.0,0.0,2457600.0,192512.0,8605992.0,153001.0,0.0,0.0,1621.0,2786.0
18-09 21:13:25,35.743,1.205,62.651,0.402,0.0,0.0,20480.0,0.0,3283.0,3098.0,0.0,0.0,1768.0,2706.0
18-09 21:13:26,32.465,2.004,65.331,0.200,0.0,0.0,2228224.0,32768.0,2514.0,6084.0,0.0,0.0,2351.0,3623.0
18-09 21:13:27,1.603,0.401,97.996,0.0,0.0,0.0,0.0,0.0,149.0,537.0,0.0,0.0,798.0,1993.0
18-09 21:13:28,1.796,0.599,97.605,0.0,0.0,0.0,2097152.0,0.0,107.0,495.0,0.0,0.0,930.0,2083.0
18-09 21:13:29,1.815,0.202,96.573,1.411,0.0,0.0,0.0,106496.0,2110.0,3245.0,0.0,0.0,1063.0,2274.0
18-09 21:13:30,1.414,0.0,98.586,0.0,0.0,0.0,2097152.0,0.0,305.0,891.0,0.0,0.0,996.0,2212.0
18-09 21:13:31,1.006,0.604,98.390,0.0,0.0,0.0,0.0,0.0,107.0,495.0,0.0,0.0,1001.0,2187.0
18-09 21:13:32,1.613,0.202,98.185,0.0,0.0,0.0,2097152.0,0.0,11043.0,6227.0,0.0,0.0,1050.0,2305.0
18-09 21:13:33,1.212,0.202,98.586,0.0,0.0,0.0,0.0,0.0,107.0,495.0,0.0,0.0,971.0,2167.0
18-09 21:13:34,2.020,0.404,97.172,0.404,0.0,0.0,2097152.0,245760.0,2360.0,3795.0,0.0,0.0,1224.0,2631.0
18-09 21:13:35,3.055,1.833,94.094,0.0,0.0,1.018,0.0,65536.0,21910280.0,20996998.0,0.0,0.0,4075.0,3705.0
18-09 21:13:36,1.408,0.402,98.189,0.0,0.0,0.0,2097152.0,0.0,107.0,319.0,0.0,0.0,1008.0,2275.0
18-09 21:13:37,5.051,1.414,93.333,0.0,0.0,0.202,16384.0,0.0,7081.0,3596.0,0.0,0.0,1558.0,3207.0
18-09 21:13:38,24.800,2.800,72.200,0.0,0.0,0.200,2097152.0,0.0,214900.0,10095.0,0.0,0.0,2248.0,3574.0
18-09 21:13:39,43.687,2.605,52.705,1.002,0.0,0.0,4096.0,290816.0,1295.0,1324.0,0.0,0.0,2143.0,2585.0
18-09 21:13:40,31.526,1.205,67.269,0.0,0.0,0.0,2097152.0,0.0,107.0,722.0,0.0,0.0,1482.0,2238.0
18-09 21:13:41,18.712,7.445,73.843,0.0,0.0,0.0,32768.0,0.0,6010.0,3893.0,0.0,0.0,1445.0,2375.0
18-09 21:13:42,5.988,15.569,78.443,0.0,0.0,0.0,282624.0,0.0,107.0,355.0,0.0,0.0,1097.0,1875.0
18-09 21:13:43,36.056,1.394,62.151,0.398,0.0,0.0,24576.0,0.0,1955.0,3598.0,0.0,0.0,1694.0,2511.0
18-09 21:13:44,2.008,1.004,93.976,3.012,0.0,0.0,1560576.0,135168.0,321.0,1194.0,0.0,0.0,1025.0,2333.0
