"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm1",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 21:10:32 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 21:11:25,2.020,1.414,96.566,0.0,0.0,0.0,0.0,0.0,5365.0,6877.0,0.0,0.0,1586.0,3580.0
18-09 21:11:26,2.828,0.808,96.162,0.0,0.0,0.202,0.0,0.0,3244.0,2573.0,0.0,0.0,1531.0,3590.0
18-09 21:11:27,19.400,2.200,77.200,1.200,0.0,0.0,16384.0,73728.0,8529.0,6044.0,0.0,0.0,1849.0,3816.0
18-09 21:11:28,21.774,2.016,70.968,5.040,0.0,0.202,28672.0,208896.0,3871.0,2436.0,0.0,0.0,1936.0,3974.0
18-09 21:11:29,32.041,1.837,57.551,7.959,0.0,0.612,385024.0,323584.0,18176.0,9891.0,0.0,0.0,2307.0,4269.0
18-09 21:11:30,39.516,3.831,53.024,3.427,0.0,0.202,692224.0,294912.0,4301.0,3506.0,0.0,0.0,3203.0,5299.0
18-09 21:11:31,42.073,7.927,48.780,0.813,0.0,0.407,872448.0,0.0,9051.0,8130.0,0.0,0.0,5711.0,8915.0
18-09 21:11:32,78.600,12.600,6.600,2.0,0.0,0.200,471040.0,0.0,30155.0,426290.0,0.0,0.0,3051.0,5249.0
18-09 21:11:33,91.182,5.611,3.006,0.200,0.0,0.0,323584.0,0.0,4118.0,2311.0,0.0,0.0,2545.0,3391.0
18-09 21:11:34,92.200,7.600,0.0,0.0,0.0,0.200,49152.0,0.0,11205.0,19539.0,0.0,0.0,2770.0,4449.0
18-09 21:11:35,89.157,8.032,2.410,0.201,0.0,0.201,151552.0,475136.0,9682.0,10967.0,0.0,0.0,2533.0,3922.0
18-09 21:11:36,89.940,6.036,4.024,0.0,0.0,0.0,57344.0,24576.0,9976.0,5187.0,0.0,0.0,2759.0,4312.0
18-09 21:11:37,86.667,5.859,6.667,0.606,0.0,0.202,6561792.0,8192.0,4685.0,3361.0,0.0,0.0,3285.0,6211.0
18-09 21:11:38,84.073,7.460,6.653,1.411,0.0,0.403,36110336.0,0.0,6516.0,6145.0,0.0,0.0,2579.0,4225.0
18-09 21:11:39,92.339,5.444,1.815,0.403,0.0,0.0,20480.0,36864.0,6261.0,6732.0,0.0,0.0,2878.0,4631.0
18-09 21:11:40,96.607,3.194,0.0,0.0,0.0,0.200,12611584.0,4222976.0,20530.0,40185.0,0.0,0.0,2731.0,4537.0
18-09 21:11:41,89.697,9.495,0.202,0.404,0.0,0.202,24633344.0,0.0,4390.0,6098.0,0.0,0.0,3113.0,6505.0
18-09 21:11:42,76.815,11.492,6.250,5.242,0.0,0.202,76283904.0,12288.0,13887.0,4514.0,0.0,0.0,3813.0,8023.0
18-09 21:11:43,55.221,7.831,13.855,21.888,0.0,1.205,71311360.0,12288.0,13466.0,12421.0,0.0,0.0,3069.0,7111.0
18-09 21:11:44,44.130,5.466,23.887,26.316,0.0,0.202,67084288.0,0.0,9471.0,6431.0,0.0,0.0,2846.0,6830.0
18-09 21:11:45,31.111,4.040,21.414,43.030,0.0,0.404,55050240.0,991232.0,8606.0,10592.0,0.0,0.0,2257.0,5589.0
18-09 21:11:46,50.905,7.445,17.706,23.139,0.0,0.805,78274560.0,0.0,8611.0,11316.0,0.0,0.0,3236.0,7116.0
18-09 21:11:47,47.047,6.925,17.923,27.699,0.0,0.407,82726912.0,0.0,7216.0,4499.0,0.0,0.0,2939.0,7066.0
18-09 21:11:48,45.892,8.617,15.832,29.259,0.0,0.401,82472960.0,0.0,6774.0,3702.0,0.0,0.0,3025.0,7156.0
18-09 21:11:49,61.010,8.283,9.697,20.606,0.0,0.404,82210816.0,0.0,6897.0,6628.0,0.0,0.0,3293.0,7181.0
18-09 21:11:50,34.553,5.081,30.081,29.878,0.0,0.407,64589824.0,176128.0,6630.0,3390.0,0.0,0.0,2728.0,6448.0
18-09 21:11:51,44.332,6.275,18.016,30.972,0.0,0.405,87703552.0,4096.0,8331.0,6454.0,0.0,0.0,3220.0,7262.0
18-09 21:11:52,46.386,6.827,22.289,23.896,0.0,0.602,76349440.0,0.0,9712.0,16543.0,0.0,0.0,3119.0,7208.0
18-09 21:11:53,41.010,7.071,17.172,34.343,0.0,0.404,99991552.0,0.0,8844.0,9579.0,0.0,0.0,3136.0,7532.0
18-09 21:11:54,36.640,6.478,24.089,32.591,0.0,0.202,60960768.0,20480.0,7254.0,4087.0,0.0,0.0,2751.0,6457.0
18-09 21:11:55,39.796,5.714,27.143,26.735,0.0,0.612,67653632.0,77824.0,13608.0,8431.0,0.0,0.0,2712.0,6418.0
18-09 21:11:56,49.598,5.823,20.482,23.494,0.0,0.602,78323712.0,163840.0,9991.0,8061.0,0.0,0.0,3226.0,7467.0
18-09 21:11:57,61.633,7.755,21.020,9.184,0.0,0.408,22802432.0,524288.0,15530.0,14146.0,0.0,0.0,3785.0,7665.0
18-09 21:11:58,59.438,5.221,33.133,2.209,0.0,0.0,0.0,172032.0,15062.0,8461.0,0.0,0.0,2687.0,4081.0
18-09 21:11:59,83.300,5.835,10.664,0.0,0.0,0.201,0.0,249856.0,27104.0,9023.0,0.0,0.0,3049.0,4468.0
18-09 21:12:00,94.389,5.411,0.200,0.0,0.0,0.0,4096.0,675840.0,16273.0,6526.0,0.0,0.0,2613.0,4394.0
18-09 21:12:01,95.190,4.409,0.200,0.0,0.0,0.200,0.0,335872.0,15004.0,18652.0,0.0,0.0,2792.0,5371.0
18-09 21:12:02,94.960,4.234,0.806,0.0,0.0,0.0,10625024.0,118784.0,10659.0,9031.0,0.0,0.0,2654.0,4101.0
18-09 21:12:03,92.786,5.411,1.603,0.0,0.0,0.200,0.0,24576.0,12066.0,11991.0,0.0,0.0,2805.0,4824.0
18-09 21:12:04,92.354,6.439,1.006,0.0,0.0,0.201,2134016.0,16384.0,16785.0,423443.0,0.0,0.0,2762.0,4284.0
18-09 21:12:05,91.532,4.637,2.823,0.806,0.0,0.202,15593472.0,24145920.0,12351.0,101104.0,0.0,0.0,3184.0,5349.0
18-09 21:12:06,88.0,7.800,2.600,0.600,0.0,1.0,39772160.0,905216.0,238202.0,5652126.0,0.0,0.0,3311.0,5453.0
18-09 21:12:07,89.800,8.200,0.800,0.400,0.0,0.800,65241088.0,233472.0,3141959.0,11760836.0,0.0,0.0,4451.0,7946.0
18-09 21:12:08,91.549,6.237,1.207,0.201,0.0,0.805,76054528.0,0.0,10079600.0,45715.0,0.0,0.0,4994.0,7101.0
18-09 21:12:09,81.363,13.026,2.405,0.802,0.0,2.405,77058048.0,0.0,45991471.0,162270.0,0.0,0.0,11497.0,9427.0
18-09 21:12:10,80.444,10.081,4.234,2.419,0.0,2.823,60866560.0,483328.0,65756469.0,199210.0,0.0,0.0,15210.0,8798.0
18-09 21:12:11,48.577,7.317,22.561,17.073,0.0,4.472,15839232.0,55492608.0,86839897.0,226848.0,0.0,0.0,14704.0,8396.0
18-09 21:12:12,31.440,4.665,28.600,33.063,0.0,2.231,10657792.0,44720128.0,55207038.0,139166.0,0.0,0.0,11526.0,5835.0
18-09 21:12:13,38.493,5.703,23.014,30.346,0.0,2.444,12705792.0,65245184.0,49773755.0,235560.0,0.0,0.0,5820.0,6296.0
18-09 21:12:14,33.936,5.020,36.546,22.088,0.0,2.410,20037632.0,45105152.0,38136619.0,107459.0,0.0,0.0,6911.0,6455.0
18-09 21:12:15,35.918,5.714,33.469,22.245,0.0,2.653,14426112.0,59723776.0,50232677.0,124058.0,0.0,0.0,9772.0,6690.0
18-09 21:12:16,42.300,6.571,24.435,24.230,0.0,2.464,34852864.0,28942336.0,49619311.0,118190.0,0.0,0.0,13094.0,6994.0
18-09 21:12:17,61.616,8.081,15.354,12.525,0.0,2.424,73297920.0,126976.0,46358447.0,119469.0,0.0,0.0,11483.0,8435.0
18-09 21:12:18,45.455,6.667,38.384,8.687,0.0,0.808,62803968.0,49152.0,23258156.0,63294.0,0.0,0.0,7286.0,8162.0
18-09 21:12:19,37.931,3.245,57.404,0.0,0.0,1.420,15745024.0,40960.0,21266758.0,68663.0,0.0,0.0,5888.0,6418.0
18-09 21:12:20,32.186,3.644,62.348,0.0,0.0,1.822,4096.0,45056.0,43320180.0,86627.0,0.0,0.0,13058.0,5768.0
18-09 21:12:21,13.968,2.429,82.794,0.0,0.0,0.810,0.0,147456.0,16111877.0,43573.0,0.0,0.0,5119.0,4874.0
18-09 21:12:22,5.466,1.012,92.713,0.810,0.0,0.0,0.0,204800.0,10904.0,4400.0,0.0,0.0,1361.0,3190.0
18-09 21:12:23,7.490,1.012,91.093,0.405,0.0,0.0,8192.0,73728.0,20495.0,11454.0,0.0,0.0,1638.0,3562.0
18-09 21:12:24,2.218,1.008,96.573,0.0,0.0,0.202,0.0,4096.0,2354.0,2170.0,0.0,0.0,1337.0,3075.0
18-09 21:12:25,23.092,3.815,73.092,0.0,0.0,0.0,0.0,12288.0,11491.0,4556.0,0.0,0.0,2299.0,4249.0
18-09 21:12:26,16.499,9.256,73.843,0.402,0.0,0.0,4096.0,45056.0,1895.0,1916.0,0.0,0.0,2214.0,4344.0
18-09 21:12:27,19.838,9.717,66.194,4.251,0.0,0.0,0.0,0.0,1938.0,1444.0,0.0,0.0,2357.0,4238.0
18-09 21:12:28,28.629,5.242,64.718,1.411,0.0,0.0,0.0,4947968.0,1746.0,1179.0,0.0,0.0,2947.0,4862.0
18-09 21:12:29,53.0,3.200,43.800,0.0,0.0,0.0,0.0,0.0,3955.0,4097.0,0.0,0.0,2409.0,3314.0
18-09 21:12:30,37.576,2.828,58.788,0.606,0.0,0.202,65536.0,45056.0,8918.0,8285.0,0.0,0.0,2572.0,4405.0
18-09 21:12:31,23.030,2.424,74.343,0.202,0.0,0.0,0.0,1626112.0,127944.0,8959.0,0.0,0.0,2034.0,3580.0
18-09 21:12:32,31.062,6.012,60.922,1.804,0.0,0.200,0.0,4096.0,10774041.0,31345.0,0.0,0.0,2695.0,3195.0
18-09 21:12:33,14.257,4.217,80.522,0.803,0.0,0.201,4096.0,2564096.0,1708.0,1932.0,0.0,0.0,1880.0,3971.0
18-09 21:12:34,19.552,2.444,76.171,1.833,0.0,0.0,0.0,2068480.0,4019.0,8435.0,0.0,0.0,3211.0,7609.0
18-09 21:12:35,4.637,1.008,92.742,0.605,0.0,1.008,0.0,57344.0,64008.0,21064958.0,0.0,0.0,2279.0,4233.0
18-09 21:12:36,1.818,1.414,96.768,0.0,0.0,0.0,0.0,577536.0,3573.0,5377.0,0.0,0.0,1386.0,3194.0
18-09 21:12:37,1.811,2.012,95.976,0.0,0.0,0.201,0.0,86163456.0,1573.0,1166.0,0.0,0.0,1394.0,3229.0
18-09 21:12:38,3.498,2.881,86.831,6.379,0.0,0.412,4096.0,75845632.0,70743.0,6468374.0,0.0,0.0,1955.0,3766.0
18-09 21:12:39,2.434,1.420,91.481,4.665,0.0,0.0,0.0,83992576.0,25333.0,3220186.0,0.0,0.0,1712.0,3490.0
18-09 21:12:40,2.439,1.220,77.236,18.699,0.0,0.407,4096.0,59883520.0,81352.0,11376357.0,0.0,0.0,2226.0,3931.0
18-09 21:12:41,3.245,1.217,95.132,0.406,0.0,0.0,0.0,77824.0,4311.0,4509.0,0.0,0.0,1537.0,3429.0
18-09 21:12:42,8.233,1.205,90.161,0.402,0.0,0.0,4096.0,69632.0,8803.0,14037.0,0.0,0.0,1683.0,3676.0
18-09 21:12:43,13.646,0.815,82.281,3.259,0.0,0.0,0.0,159744.0,15684.0,213774.0,0.0,0.0,1847.0,3610.0
18-09 21:12:44,57.028,7.028,31.928,3.614,0.0,0.402,1093632.0,765952.0,15089.0,9169.0,0.0,0.0,4603.0,7880.0
18-09 21:12:45,88.129,4.829,5.634,1.006,0.0,0.402,0.0,172032.0,4865.0,4611.0,0.0,0.0,2849.0,4034.0
18-09 21:12:46,94.389,5.411,0.200,0.0,0.0,0.0,0.0,0.0,4545.0,3632.0,0.0,0.0,2600.0,3853.0
18-09 21:12:47,83.164,5.477,11.359,0.0,0.0,0.0,0.0,0.0,8981.0,9629.0,0.0,0.0,2511.0,3822.0
18-09 21:12:48,76.0,4.200,19.600,0.0,0.0,0.200,0.0,0.0,7111.0,9348.0,0.0,0.0,2507.0,4012.0
18-09 21:12:49,75.806,4.839,18.952,0.0,0.0,0.403,0.0,0.0,565271.0,27023.0,0.0,0.0,3318.0,5537.0
18-09 21:12:50,72.088,3.815,20.884,3.012,0.0,0.201,0.0,4034560.0,1607085.0,10787.0,0.0,0.0,2542.0,3667.0
18-09 21:12:51,83.200,5.400,10.200,0.0,0.0,1.200,0.0,0.0,36535312.0,78284.0,0.0,0.0,12087.0,5524.0
18-09 21:12:52,66.937,5.477,26.166,0.0,0.0,1.420,0.0,0.0,44027641.0,95143.0,0.0,0.0,14542.0,5946.0
18-09 21:12:53,69.091,6.061,24.646,0.0,0.0,0.202,0.0,57344.0,15206.0,14954.0,0.0,0.0,4002.0,7333.0
18-09 21:12:54,44.939,4.251,50.607,0.0,0.0,0.202,0.0,0.0,5231.0,6843.0,0.0,0.0,3221.0,5977.0
18-09 21:12:55,53.535,4.848,41.212,0.0,0.0,0.404,0.0,491520.0,12725.0,9215.0,0.0,0.0,3531.0,6296.0
18-09 21:12:56,42.771,6.426,50.602,0.0,0.0,0.201,0.0,0.0,6905.0,2865.0,0.0,0.0,3379.0,6292.0
18-09 21:12:57,64.170,4.453,30.972,0.0,0.0,0.405,4096.0,36864.0,15188.0,14427.0,0.0,0.0,3483.0,6396.0
18-09 21:12:58,15.650,2.846,81.504,0.0,0.0,0.0,0.0,98304.0,14112.0,20052.0,0.0,0.0,2196.0,4314.0
18-09 21:12:59,13.078,1.408,85.111,0.402,0.0,0.0,8192.0,122880.0,30537.0,14058.0,0.0,0.0,1803.0,3544.0
18-09 21:13:00,8.758,1.222,89.409,0.407,0.0,0.204,0.0,192512.0,7815.0,3235.0,0.0,0.0,1565.0,3272.0
18-09 21:13:01,15.524,1.008,83.065,0.202,0.0,0.202,4096.0,65536.0,13021.0,9123.0,0.0,0.0,2038.0,3986.0
18-09 21:13:02,15.337,3.272,80.368,0.409,0.0,0.613,0.0,86016.0,4673.0,4231.0,0.0,0.0,3448.0,7598.0
18-09 21:13:03,48.185,4.032,46.573,1.008,0.0,0.202,118784.0,139264.0,2270.0,1742.0,0.0,0.0,3050.0,5156.0
18-09 21:13:04,71.285,3.213,25.100,0.402,0.0,0.0,8192.0,0.0,4074.0,4602.0,0.0,0.0,2463.0,2988.0
18-09 21:13:05,73.790,3.226,21.371,1.411,0.0,0.202,12288.0,1368064.0,7026.0,9609.0,0.0,0.0,2545.0,3273.0
18-09 21:13:06,23.124,1.826,74.239,0.811,0.0,0.0,520192.0,0.0,2600.0,2090.0,0.0,0.0,1602.0,3100.0
18-09 21:13:07,41.283,2.806,55.912,0.0,0.0,0.0,4096.0,36864.0,10053.0,6871.0,0.0,0.0,2384.0,3773.0
18-09 21:13:08,43.086,3.808,47.695,4.609,0.0,0.802,151552.0,21127168.0,220738.0,41964550.0,0.0,0.0,5070.0,6258.0
18-09 21:13:09,27.565,2.616,68.612,1.207,0.0,0.0,0.0,139264.0,1686.0,1305.0,0.0,0.0,1931.0,3724.0
18-09 21:13:10,11.156,2.028,85.598,1.014,0.0,0.203,69632.0,110592.0,3870.0,9168.0,0.0,0.0,2249.0,4534.0
18-09 21:13:11,4.242,1.414,94.343,0.0,0.0,0.0,0.0,0.0,13069.0,213711.0,0.0,0.0,1604.0,3456.0
18-09 21:13:12,4.472,1.423,94.106,0.0,0.0,0.0,0.0,0.0,2516.0,2579.0,0.0,0.0,1483.0,3316.0
18-09 21:13:13,4.878,1.016,94.106,0.0,0.0,0.0,0.0,0.0,4114.0,3165.0,0.0,0.0,1675.0,3514.0
18-09 21:13:14,3.862,1.016,94.919,0.0,0.0,0.203,0.0,0.0,4901.0,7991.0,0.0,0.0,1700.0,3579.0
18-09 21:13:15,3.055,1.222,95.112,0.611,0.0,0.0,0.0,21295104.0,14697.0,431772.0,0.0,0.0,1736.0,3617.0
18-09 21:13:16,3.245,1.420,95.335,0.0,0.0,0.0,0.0,0.0,5630.0,528735.0,0.0,0.0,1686.0,3577.0
18-09 21:13:17,4.444,0.808,94.545,0.0,0.0,0.202,0.0,0.0,34712.0,2652044.0,0.0,0.0,1986.0,3899.0
18-09 21:13:18,8.468,2.016,89.516,0.0,0.0,0.0,20480.0,8192.0,9259.0,8404.0,0.0,0.0,2101.0,4218.0
18-09 21:13:19,7.895,1.215,90.891,0.0,0.0,0.0,0.0,0.0,1887.0,1105.0,0.0,0.0,1628.0,3407.0
18-09 21:13:20,8.032,1.406,88.956,1.406,0.0,0.201,0.0,1454080.0,4871.0,7093.0,0.0,0.0,1826.0,3682.0
18-09 21:13:21,4.675,0.610,94.715,0.0,0.0,0.0,0.0,0.0,13027.0,210190.0,0.0,0.0,1660.0,3511.0
18-09 21:13:22,8.589,2.045,89.366,0.0,0.0,0.0,0.0,0.0,1723.0,1171.0,0.0,0.0,1721.0,3617.0
18-09 21:13:23,3.434,1.414,95.152,0.0,0.0,0.0,0.0,0.0,3148.0,2605.0,0.0,0.0,1672.0,3648.0
18-09 21:13:24,3.792,1.796,94.212,0.0,0.0,0.200,0.0,0.0,4797.0,5022.0,0.0,0.0,1696.0,3582.0
18-09 21:13:25,4.065,0.813,94.512,0.610,0.0,0.0,4096.0,716800.0,4672.0,4104.0,0.0,0.0,1684.0,3641.0
18-09 21:13:26,3.846,1.619,94.332,0.202,0.0,0.0,4096.0,16384.0,4276.0,2795.0,0.0,0.0,1742.0,3799.0
18-09 21:13:27,7.071,2.626,89.899,0.404,0.0,0.0,4096.0,86016.0,4316.0,2266.0,0.0,0.0,2623.0,5208.0
18-09 21:13:28,6.841,1.408,91.549,0.0,0.0,0.201,0.0,4096.0,2507.0,2627.0,0.0,0.0,2091.0,4221.0
18-09 21:13:29,18.511,2.213,78.672,0.402,0.0,0.201,4096.0,81920.0,2066.0,1511.0,0.0,0.0,2790.0,5521.0
18-09 21:13:30,12.245,2.857,82.653,2.041,0.0,0.204,0.0,3117056.0,77635.0,20830042.0,0.0,0.0,3911.0,7084.0
18-09 21:13:31,2.414,1.006,96.579,0.0,0.0,0.0,0.0,0.0,7743.0,205196.0,0.0,0.0,1460.0,3334.0
18-09 21:13:32,3.232,1.616,95.152,0.0,0.0,0.0,0.0,12288.0,5794.0,11897.0,0.0,0.0,1609.0,3475.0
18-09 21:13:33,4.016,2.209,93.173,0.402,0.0,0.201,0.0,32768.0,4334.0,3400.0,0.0,0.0,1745.0,4028.0
18-09 21:13:34,8.233,1.807,89.357,0.602,0.0,0.0,4096.0,36864.0,6932.0,5245.0,0.0,0.0,2010.0,3908.0
18-09 21:13:35,4.472,2.033,73.780,18.902,0.0,0.813,4136960.0,19804160.0,142643.0,20881119.0,0.0,0.0,3145.0,4499.0
18-09 21:13:36,5.488,1.423,82.927,10.163,0.0,0.0,24576.0,22310912.0,7860.0,15333.0,0.0,0.0,1740.0,3612.0
18-09 21:13:37,6.275,1.012,91.903,0.810,0.0,0.0,0.0,57344.0,5583.0,4761.0,0.0,0.0,1683.0,3444.0
18-09 21:13:38,3.239,2.227,94.534,0.0,0.0,0.0,0.0,0.0,15738.0,213261.0,0.0,0.0,1735.0,3568.0
18-09 21:13:39,3.049,0.813,96.138,0.0,0.0,0.0,0.0,0.0,4050.0,17423.0,0.0,0.0,1596.0,3411.0
