"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm3",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 21:10:32 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 21:11:08,1.207,0.402,98.390,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1137.0,2504.0
18-09 21:11:09,2.004,0.601,97.395,0.0,0.0,0.0,0.0,0.0,211.0,842.0,0.0,0.0,1214.0,2658.0
18-09 21:11:10,1.406,0.803,97.791,0.0,0.0,0.0,0.0,0.0,147.0,317.0,0.0,0.0,1158.0,2575.0
18-09 21:11:11,10.887,2.218,81.250,5.645,0.0,0.0,1736704.0,126976.0,1072322.0,9179.0,0.0,0.0,1766.0,2986.0
18-09 21:11:12,5.020,0.602,92.570,1.606,0.0,0.201,466944.0,0.0,15776.0,16207.0,0.0,0.0,1428.0,2852.0
18-09 21:11:13,5.466,2.834,89.676,0.607,0.0,1.417,208896.0,65536.0,21884188.0,21045952.0,0.0,0.0,6945.0,2927.0
18-09 21:11:14,0.808,0.606,98.586,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1095.0,2516.0
18-09 21:11:15,1.212,0.202,98.586,0.0,0.0,0.0,0.0,0.0,211.0,842.0,0.0,0.0,1099.0,2517.0
18-09 21:11:16,1.403,1.002,97.595,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1121.0,2518.0
18-09 21:11:17,1.210,0.605,97.581,0.605,0.0,0.0,0.0,86016.0,105.0,317.0,0.0,0.0,1110.0,2461.0
18-09 21:11:18,3.629,0.403,95.968,0.0,0.0,0.0,0.0,16384.0,211.0,842.0,0.0,0.0,1184.0,2580.0
18-09 21:11:19,2.004,0.401,97.395,0.200,0.0,0.0,4096.0,1015808.0,105.0,317.0,0.0,0.0,1134.0,2560.0
18-09 21:11:20,1.811,0.201,97.988,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1098.0,2510.0
18-09 21:11:21,1.411,0.202,98.387,0.0,0.0,0.0,0.0,0.0,211.0,842.0,0.0,0.0,1089.0,2480.0
18-09 21:11:22,2.016,0.403,97.581,0.0,0.0,0.0,0.0,0.0,105.0,317.0,0.0,0.0,1109.0,2527.0
18-09 21:11:23,1.815,0.202,97.581,0.403,0.0,0.0,0.0,57344.0,105.0,317.0,0.0,0.0,1121.0,2536.0
18-09 21:11:24,4.800,1.0,94.200,0.0,0.0,0.0,0.0,12288.0,211.0,842.0,0.0,0.0,1229.0,2696.0
18-09 21:11:25,1.606,1.004,97.390,0.0,0.0,0.0,0.0,983040.0,105.0,317.0,0.0,0.0,1103.0,2534.0
18-09 21:11:26,1.210,1.008,97.782,0.0,0.0,0.0,0.0,1048576.0,105.0,317.0,0.0,0.0,1124.0,2577.0
18-09 21:11:27,2.004,0.601,97.395,0.0,0.0,0.0,0.0,1048576.0,211.0,842.0,0.0,0.0,1143.0,2562.0
18-09 21:11:28,4.848,0.404,92.323,2.222,0.0,0.202,1093632.0,1048576.0,1691.0,1325.0,0.0,0.0,1309.0,2711.0
18-09 21:11:29,25.202,1.815,65.121,7.863,0.0,0.0,5193728.0,1089536.0,12410.0,2632.0,0.0,0.0,2948.0,3970.0
18-09 21:11:30,15.200,1.200,75.400,8.200,0.0,0.0,3756032.0,1048576.0,1371.0,2351.0,0.0,0.0,2246.0,3444.0
18-09 21:11:31,25.413,7.025,63.636,3.719,0.0,0.207,2404352.0,1048576.0,219908.0,13735.0,0.0,0.0,5145.0,8008.0
18-09 21:11:32,20.654,8.180,29.448,41.513,0.0,0.204,5419008.0,1048576.0,105.0,467.0,0.0,0.0,3824.0,6727.0
18-09 21:11:33,23.387,2.621,37.097,36.895,0.0,0.0,4067328.0,1048576.0,211.0,989.0,0.0,0.0,2383.0,3902.0
18-09 21:11:34,67.140,6.694,16.227,9.939,0.0,0.0,2465792.0,1355776.0,171.0,596.0,0.0,0.0,2543.0,3440.0
18-09 21:11:35,86.145,6.426,5.020,2.410,0.0,0.0,2109440.0,1048576.0,105.0,464.0,0.0,0.0,2653.0,3496.0
18-09 21:11:36,71.457,5.466,12.753,10.121,0.0,0.202,3657728.0,1089536.0,2647.0,2777.0,0.0,0.0,2478.0,3628.0
18-09 21:11:37,85.657,7.769,4.980,1.594,0.0,0.0,1794048.0,1048576.0,2429.0,3954.0,0.0,0.0,2693.0,4369.0
18-09 21:11:38,81.048,4.435,9.677,4.839,0.0,0.0,2945024.0,1048576.0,105.0,530.0,0.0,0.0,2157.0,3653.0
18-09 21:11:39,82.495,6.237,9.658,1.610,0.0,0.0,614400.0,1159168.0,16903.0,7273.0,0.0,0.0,2857.0,5141.0
18-09 21:11:40,57.895,4.049,18.623,19.231,0.0,0.202,43884544.0,1048576.0,3765.0,1904.0,0.0,0.0,2294.0,3248.0
18-09 21:11:41,65.314,2.840,31.237,0.609,0.0,0.0,196608.0,1048576.0,1455.0,4533.0,0.0,0.0,2051.0,2849.0
18-09 21:11:42,88.270,2.783,8.946,0.0,0.0,0.0,8441856.0,1048576.0,3569.0,5818.0,0.0,0.0,2759.0,4452.0
18-09 21:11:43,95.0,4.800,0.0,0.0,0.0,0.200,9814016.0,1048576.0,105.0,464.0,0.0,0.0,2527.0,4404.0
18-09 21:11:44,89.537,8.249,0.604,1.408,0.0,0.201,56758272.0,770048.0,2949.0,1346.0,0.0,0.0,3077.0,6569.0
18-09 21:11:45,78.313,10.643,2.410,8.032,0.0,0.602,79757312.0,0.0,1257.0,1865.0,0.0,0.0,3396.0,6916.0
18-09 21:11:46,44.737,6.478,12.551,36.032,0.0,0.202,81219584.0,196608.0,533.0,4426.0,0.0,0.0,2879.0,6594.0
18-09 21:11:47,48.387,5.645,16.129,29.435,0.0,0.403,87638016.0,0.0,105.0,464.0,0.0,0.0,3244.0,7162.0
18-09 21:11:48,40.202,6.263,19.596,33.535,0.0,0.404,76574720.0,0.0,211.0,989.0,0.0,0.0,2634.0,6175.0
18-09 21:11:49,47.082,9.859,8.853,34.004,0.0,0.201,67268608.0,53248.0,533.0,4432.0,0.0,0.0,2507.0,5497.0
18-09 21:11:50,45.253,9.091,16.970,28.283,0.0,0.404,90378240.0,4096.0,987.0,758.0,0.0,0.0,2828.0,6012.0
18-09 21:11:51,42.020,8.485,19.798,29.495,0.0,0.202,73105408.0,286720.0,4621.0,2459.0,0.0,0.0,2753.0,6041.0
18-09 21:11:52,45.875,8.451,17.907,26.962,0.0,0.805,83419136.0,0.0,2297.0,5029.0,0.0,0.0,2857.0,6635.0
18-09 21:11:53,36.948,5.221,25.301,32.129,0.0,0.402,75939840.0,0.0,105.0,464.0,0.0,0.0,2576.0,6412.0
18-09 21:11:54,37.924,5.788,27.944,27.745,0.0,0.599,73023488.0,61440.0,211.0,989.0,0.0,0.0,2374.0,5465.0
18-09 21:11:55,46.976,5.847,25.806,20.968,0.0,0.403,84279296.0,0.0,533.0,4434.0,0.0,0.0,2749.0,6837.0
18-09 21:11:56,42.800,6.0,19.400,31.400,0.0,0.400,87580672.0,24576.0,105.0,464.0,0.0,0.0,2953.0,6729.0
18-09 21:11:57,44.0,6.800,20.800,27.800,0.0,0.600,88416256.0,0.0,616.0,3517.0,0.0,0.0,2955.0,7137.0
18-09 21:11:58,41.129,7.661,30.847,19.758,0.0,0.605,68116480.0,65536.0,5848.0,15293.0,0.0,0.0,3230.0,7435.0
18-09 21:11:59,24.351,3.593,69.860,2.196,0.0,0.0,16384.0,196608.0,9803.0,9451.0,0.0,0.0,2343.0,4683.0
18-09 21:12:00,68.145,3.024,28.831,0.0,0.0,0.0,0.0,0.0,211.0,1615.0,0.0,0.0,2121.0,2583.0
18-09 21:12:01,71.255,4.049,24.696,0.0,0.0,0.0,4243456.0,90112.0,9447.0,419740.0,0.0,0.0,2463.0,3028.0
18-09 21:12:02,50.816,2.653,46.327,0.0,0.0,0.204,0.0,0.0,6756.0,744308.0,0.0,0.0,2075.0,2890.0
18-09 21:12:03,47.571,2.429,49.595,0.0,0.0,0.405,2162688.0,0.0,753829.0,2160603.0,0.0,0.0,2549.0,2834.0
18-09 21:12:04,43.878,1.837,53.878,0.0,0.0,0.408,10936320.0,1220608.0,33207.0,14222347.0,0.0,0.0,3597.0,4092.0
18-09 21:12:05,81.010,1.414,15.152,0.404,0.0,2.020,33931264.0,1048576.0,7358770.0,31487456.0,0.0,0.0,6718.0,4492.0
18-09 21:12:06,42.799,3.245,49.696,2.231,0.0,2.028,33865728.0,25489408.0,30335269.0,31841798.0,0.0,0.0,10830.0,5419.0
18-09 21:12:07,28.953,4.312,59.548,4.723,0.0,2.464,58286080.0,32768.0,16350881.0,45007607.0,0.0,0.0,9440.0,6543.0
18-09 21:12:08,3.106,1.242,94.410,0.621,0.0,0.621,55439360.0,1048576.0,1131455.0,56305249.0,0.0,0.0,6983.0,5069.0
18-09 21:12:09,5.649,1.883,86.402,4.812,0.0,1.255,69509120.0,1187840.0,8243866.0,71617201.0,0.0,0.0,9546.0,5699.0
18-09 21:12:10,7.010,1.856,77.113,11.959,0.0,2.062,77053952.0,1048576.0,9162872.0,78402671.0,0.0,0.0,10157.0,5708.0
18-09 21:12:11,17.551,3.878,51.633,25.714,0.0,1.224,81879040.0,1998848.0,757315.0,50863609.0,0.0,0.0,6760.0,6228.0
18-09 21:12:12,16.939,4.082,41.224,36.531,0.0,1.224,82063360.0,1048576.0,159177.0,42265839.0,0.0,0.0,5857.0,6163.0
18-09 21:12:13,21.561,3.901,46.612,27.105,0.0,0.821,81158144.0,1048576.0,190688.0,46297204.0,0.0,0.0,5495.0,6463.0
18-09 21:12:14,18.163,2.857,57.959,20.408,0.0,0.612,70438912.0,1110016.0,72705.0,34724595.0,0.0,0.0,5263.0,5748.0
18-09 21:12:15,6.275,1.822,85.628,4.656,0.0,1.619,49176576.0,1048576.0,84636.0,39997821.0,0.0,0.0,5227.0,4981.0
18-09 21:12:16,6.517,1.222,87.373,3.055,0.0,1.833,32808960.0,18857984.0,6742524.0,34950033.0,0.0,0.0,5467.0,4516.0
18-09 21:12:17,6.275,1.012,71.457,20.850,0.0,0.405,11522048.0,73564160.0,8315034.0,12318984.0,0.0,0.0,3107.0,3519.0
18-09 21:12:18,7.677,1.616,79.192,10.909,0.0,0.606,6291456.0,74866688.0,11557647.0,6749868.0,0.0,0.0,2425.0,3494.0
18-09 21:12:19,18.458,2.028,73.225,5.071,0.0,1.217,4096.0,82923520.0,37435309.0,81139.0,0.0,0.0,5296.0,4286.0
18-09 21:12:20,20.850,2.632,71.862,2.632,0.0,2.024,0.0,36745216.0,43299419.0,82987.0,0.0,0.0,22649.0,4967.0
18-09 21:12:21,17.200,3.200,77.400,0.0,0.0,2.200,0.0,0.0,34874840.0,79216.0,0.0,0.0,19321.0,4892.0
18-09 21:12:22,2.605,0.802,96.593,0.0,0.0,0.0,0.0,32768.0,172.0,627.0,0.0,0.0,1131.0,2670.0
18-09 21:12:23,1.406,0.602,97.992,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1001.0,2326.0
18-09 21:12:24,1.010,0.606,98.384,0.0,0.0,0.0,0.0,0.0,212.0,954.0,0.0,0.0,1042.0,2380.0
18-09 21:12:25,1.408,0.201,97.787,0.604,0.0,0.0,0.0,356352.0,106.0,495.0,0.0,0.0,1041.0,2339.0
18-09 21:12:26,1.010,0.606,98.384,0.0,0.0,0.0,0.0,0.0,106.0,495.0,0.0,0.0,1068.0,2404.0
18-09 21:12:27,1.822,0.607,97.368,0.202,0.0,0.0,36864.0,0.0,321.0,1020.0,0.0,0.0,1316.0,2840.0
18-09 21:12:28,2.414,0.604,96.982,0.0,0.0,0.0,0.0,0.0,106.0,495.0,0.0,0.0,1388.0,2828.0
18-09 21:12:29,2.600,0.800,96.600,0.0,0.0,0.0,0.0,0.0,106.0,495.0,0.0,0.0,1309.0,2419.0
18-09 21:12:30,8.468,1.210,89.919,0.403,0.0,0.0,270336.0,167936.0,2548.0,4521.0,0.0,0.0,1805.0,3260.0
18-09 21:12:31,2.209,0.402,96.988,0.402,0.0,0.0,0.0,118784.0,106.0,495.0,0.0,0.0,1244.0,2556.0
18-09 21:12:32,3.407,0.200,96.393,0.0,0.0,0.0,0.0,0.0,106.0,318.0,0.0,0.0,1241.0,2529.0
18-09 21:12:33,2.218,0.403,97.379,0.0,0.0,0.0,0.0,0.0,7366.0,8210.0,0.0,0.0,1344.0,2808.0
18-09 21:12:34,17.435,4.208,77.355,0.0,0.0,1.002,53248.0,0.0,22010223.0,61966.0,0.0,0.0,10734.0,4870.0
18-09 21:12:35,28.056,2.405,68.938,0.601,0.0,0.0,184320.0,622592.0,107.0,355.0,0.0,0.0,1774.0,2667.0
18-09 21:12:36,43.750,1.613,54.032,0.605,0.0,0.0,184320.0,0.0,372.0,965.0,0.0,0.0,1771.0,2479.0
18-09 21:12:37,25.403,2.621,69.960,1.210,0.0,0.806,610304.0,245760.0,6730853.0,6440523.0,0.0,0.0,3328.0,3304.0
18-09 21:12:38,22.626,2.828,72.727,1.414,0.0,0.404,1761280.0,0.0,3339744.0,3221849.0,0.0,0.0,2705.0,2988.0
18-09 21:12:39,37.097,2.419,55.847,3.427,0.0,1.210,1679360.0,65536.0,11851205.0,11460773.0,0.0,0.0,6803.0,4370.0
18-09 21:12:40,13.563,2.024,73.077,11.336,0.0,0.0,233472.0,66588672.0,1594.0,2274.0,0.0,0.0,1503.0,2835.0
18-09 21:12:41,21.457,1.215,74.696,2.632,0.0,0.0,225280.0,25071616.0,3112.0,6039.0,0.0,0.0,1695.0,3097.0
18-09 21:12:42,7.863,1.411,90.524,0.202,0.0,0.0,159744.0,0.0,3627.0,8323.0,0.0,0.0,1385.0,2885.0
18-09 21:12:43,5.061,0.810,93.522,0.405,0.0,0.202,0.0,135168.0,8077.0,22983.0,0.0,0.0,1733.0,3355.0
18-09 21:12:44,1.822,0.405,97.773,0.0,0.0,0.0,0.0,0.0,3322.0,3615.0,0.0,0.0,1077.0,2466.0
18-09 21:12:45,2.020,0.404,97.576,0.0,0.0,0.0,0.0,0.0,3126.0,4261.0,0.0,0.0,1093.0,2567.0
18-09 21:12:46,4.829,0.604,94.567,0.0,0.0,0.0,0.0,0.0,8837.0,8457.0,0.0,0.0,1216.0,2663.0
18-09 21:12:47,1.616,0.606,97.778,0.0,0.0,0.0,0.0,0.0,1325.0,2590.0,0.0,0.0,1039.0,2425.0
18-09 21:12:48,1.613,0.605,97.379,0.403,0.0,0.0,0.0,28672.0,12529.0,442280.0,0.0,0.0,1189.0,2566.0
18-09 21:12:49,3.006,0.601,96.393,0.0,0.0,0.0,0.0,0.0,20133.0,1531387.0,0.0,0.0,1593.0,2917.0
18-09 21:12:50,2.222,1.010,94.949,0.0,0.0,1.818,0.0,8192.0,112344.0,35549848.0,0.0,0.0,4701.0,4681.0
18-09 21:12:51,2.301,1.046,96.234,0.0,0.0,0.418,0.0,0.0,265945.0,78076030.0,0.0,0.0,9198.0,5868.0
18-09 21:12:52,4.286,1.633,93.673,0.0,0.0,0.408,0.0,0.0,161471.0,41890295.0,0.0,0.0,6308.0,5324.0
18-09 21:12:53,2.273,0.620,96.281,0.826,0.0,0.0,18857984.0,57344.0,216498.0,39151313.0,0.0,0.0,5855.0,4813.0
18-09 21:12:54,2.664,1.434,95.287,0.0,0.0,0.615,20971520.0,0.0,202868.0,45453964.0,0.0,0.0,6137.0,5163.0
18-09 21:12:55,3.681,0.818,95.297,0.0,0.0,0.204,0.0,4096.0,164190.0,33757665.0,0.0,0.0,4881.0,4622.0
18-09 21:12:56,3.469,1.020,94.286,0.0,0.0,1.224,0.0,0.0,209342.0,44890122.0,0.0,0.0,5939.0,5377.0
18-09 21:12:57,3.958,1.042,94.375,0.0,0.0,0.625,0.0,0.0,275979.0,62258977.0,0.0,0.0,8110.0,6157.0
18-09 21:12:58,6.491,0.811,91.886,0.609,0.0,0.203,0.0,65536.0,37449.0,10718495.0,0.0,0.0,3317.0,4915.0
18-09 21:12:59,2.621,0.605,96.169,0.605,0.0,0.0,36864.0,8192.0,3356.0,8965.0,0.0,0.0,1533.0,3274.0
18-09 21:13:00,3.043,1.014,95.943,0.0,0.0,0.0,0.0,319488.0,2449.0,11059.0,0.0,0.0,1641.0,3332.0
18-09 21:13:01,1.818,1.010,97.172,0.0,0.0,0.0,0.0,0.0,3123.0,3706.0,0.0,0.0,1308.0,2836.0
18-09 21:13:02,2.218,0.403,97.379,0.0,0.0,0.0,0.0,0.0,107.0,355.0,0.0,0.0,1205.0,2614.0
18-09 21:13:03,1.619,0.202,98.178,0.0,0.0,0.0,0.0,0.0,280.0,881.0,0.0,0.0,1183.0,2544.0
18-09 21:13:04,2.016,1.008,95.968,0.806,0.0,0.202,0.0,81920.0,8573.0,9339.0,0.0,0.0,1322.0,2668.0
18-09 21:13:05,2.823,1.008,95.766,0.403,0.0,0.0,0.0,274432.0,305.0,619.0,0.0,0.0,1459.0,3181.0
18-09 21:13:06,2.227,0.810,96.964,0.0,0.0,0.0,0.0,21155840.0,3572.0,5273.0,0.0,0.0,1460.0,2979.0
18-09 21:13:07,2.249,2.249,95.501,0.0,0.0,0.0,0.0,65536.0,21808291.0,139747.0,0.0,0.0,4494.0,3785.0
18-09 21:13:08,1.610,0.604,97.787,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1146.0,2521.0
18-09 21:13:09,1.616,0.404,97.980,0.0,0.0,0.0,0.0,0.0,213.0,845.0,0.0,0.0,1156.0,2539.0
18-09 21:13:10,1.815,0.0,97.177,1.008,0.0,0.0,0.0,126976.0,173.0,385.0,0.0,0.0,1134.0,2404.0
18-09 21:13:11,1.606,0.602,97.791,0.0,0.0,0.0,0.0,53248.0,107.0,319.0,0.0,0.0,1154.0,2471.0
18-09 21:13:12,1.411,0.403,98.185,0.0,0.0,0.0,0.0,0.0,213.0,845.0,0.0,0.0,1133.0,2448.0
18-09 21:13:13,1.210,0.605,98.185,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1195.0,2576.0
18-09 21:13:14,1.212,0.808,97.980,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1175.0,2527.0
18-09 21:13:15,2.209,0.402,97.390,0.0,0.0,0.0,0.0,0.0,213.0,845.0,0.0,0.0,1213.0,2602.0
18-09 21:13:16,1.815,0.202,97.581,0.403,0.0,0.0,0.0,40960.0,371.0,649.0,0.0,0.0,1197.0,2579.0
18-09 21:13:17,2.012,0.201,97.787,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1171.0,2550.0
18-09 21:13:18,1.603,0.802,97.395,0.0,0.0,0.200,0.0,0.0,213.0,845.0,0.0,0.0,1165.0,2565.0
18-09 21:13:19,1.619,0.202,98.178,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1160.0,2595.0
18-09 21:13:20,2.012,0.201,97.787,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1157.0,2560.0
18-09 21:13:21,1.212,0.808,97.980,0.0,0.0,0.0,0.0,28672.0,213.0,845.0,0.0,0.0,1162.0,2545.0
18-09 21:13:22,1.606,0.602,96.988,0.803,0.0,0.0,0.0,8192.0,107.0,319.0,0.0,0.0,1160.0,2526.0
18-09 21:13:23,1.807,0.402,97.791,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1155.0,2527.0
18-09 21:13:24,1.616,0.404,97.980,0.0,0.0,0.0,0.0,0.0,213.0,845.0,0.0,0.0,1155.0,2554.0
18-09 21:13:25,1.613,0.403,97.984,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1173.0,2578.0
18-09 21:13:26,1.411,0.806,97.782,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1173.0,2575.0
18-09 21:13:27,1.804,0.802,96.393,1.002,0.0,0.0,0.0,16384.0,213.0,845.0,0.0,0.0,1164.0,2579.0
18-09 21:13:28,1.414,0.202,98.384,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1142.0,2541.0
18-09 21:13:29,5.870,2.024,90.081,0.607,0.0,1.417,143360.0,0.0,21772995.0,72365.0,0.0,0.0,7521.0,3733.0
18-09 21:13:30,23.992,3.831,72.177,0.0,0.0,0.0,0.0,0.0,214526.0,8154.0,0.0,0.0,2339.0,3957.0
18-09 21:13:31,41.935,2.016,56.048,0.0,0.0,0.0,0.0,315392.0,11227.0,9306.0,0.0,0.0,1989.0,2965.0
18-09 21:13:32,31.325,2.209,66.466,0.0,0.0,0.0,0.0,0.0,1136.0,2047.0,0.0,0.0,1591.0,2692.0
18-09 21:13:33,26.962,1.408,71.026,0.604,0.0,0.0,0.0,241664.0,2144.0,3198.0,0.0,0.0,1582.0,2674.0
18-09 21:13:34,44.153,3.226,51.210,0.0,0.0,1.411,0.0,65536.0,21810252.0,20966088.0,0.0,0.0,7631.0,5071.0
18-09 21:13:35,25.151,1.207,73.441,0.0,0.0,0.201,0.0,0.0,3793.0,5931.0,0.0,0.0,1606.0,2789.0
18-09 21:13:36,4.242,0.404,95.354,0.0,0.0,0.0,4096.0,24576.0,1847.0,2930.0,0.0,0.0,1005.0,2302.0
18-09 21:13:37,6.250,1.008,92.540,0.0,0.0,0.202,0.0,0.0,3217.0,7386.0,0.0,0.0,1336.0,2647.0
18-09 21:13:38,3.012,0.402,95.382,1.205,0.0,0.0,0.0,131072.0,915.0,1363.0,0.0,0.0,1066.0,2239.0
18-09 21:13:39,2.828,0.404,96.768,0.0,0.0,0.0,0.0,0.0,2286.0,3899.0,0.0,0.0,1202.0,2424.0
18-09 21:13:40,3.831,0.605,95.565,0.0,0.0,0.0,0.0,0.0,1419.0,2595.0,0.0,0.0,1168.0,2396.0
18-09 21:13:41,1.822,0.202,97.976,0.0,0.0,0.0,0.0,368640.0,2008.0,3394.0,0.0,0.0,1163.0,2426.0
18-09 21:13:42,1.815,0.403,97.782,0.0,0.0,0.0,0.0,0.0,1459.0,2989.0,0.0,0.0,1143.0,2400.0
