"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","group-2-vm2",,,,"User:","ubuntu"
"Cmdline:","dstat -ta --noheaders --noupdate --output /home/ubuntu/dstat.csv",,,,"Date:","18 Sep 2015 21:10:32 UTC"

"system","total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
18-09 21:12:01,86.720,4.225,8.652,0.0,0.0,0.402,2195456.0,0.0,440476.0,15357.0,0.0,0.0,2554.0,3523.0
18-09 21:12:02,85.185,7.819,6.790,0.0,0.0,0.206,11247616.0,831488.0,371458.0,20097.0,0.0,0.0,2826.0,4314.0
18-09 21:12:03,96.800,3.0,0.0,0.0,0.0,0.200,7897088.0,0.0,1527563.0,10833.0,0.0,0.0,2851.0,3940.0
18-09 21:12:04,96.400,3.200,0.0,0.0,0.0,0.400,19005440.0,0.0,6470629.0,21392.0,0.0,0.0,5400.0,4792.0
18-09 21:12:05,89.759,6.627,2.008,0.201,0.0,1.406,50290688.0,0.0,32062438.0,80799.0,0.0,0.0,17288.0,7257.0
18-09 21:12:06,86.437,8.097,1.822,1.215,0.0,2.429,73408512.0,0.0,58292801.0,224986.0,0.0,0.0,24728.0,8945.0
18-09 21:12:07,57.551,6.939,22.653,9.796,0.0,3.061,21237760.0,48394240.0,80337245.0,297793.0,0.0,0.0,27558.0,7470.0
18-09 21:12:08,44.869,6.439,26.358,18.511,0.0,3.823,15712256.0,52326400.0,86273997.0,277855.0,0.0,0.0,37261.0,7002.0
18-09 21:12:09,48.178,8.704,24.291,15.182,0.0,3.644,20078592.0,49430528.0,75880077.0,4595897.0,0.0,0.0,25762.0,7051.0
18-09 21:12:10,43.200,6.800,21.800,24.0,0.0,4.200,20086784.0,60784640.0,76033832.0,8929844.0,0.0,0.0,22600.0,6791.0
18-09 21:12:11,43.030,5.657,25.657,21.414,0.0,4.242,16232448.0,61526016.0,83056018.0,5192059.0,0.0,0.0,32694.0,7319.0
18-09 21:12:12,48.491,6.237,23.541,17.505,0.0,4.225,53755904.0,27119616.0,62127651.0,223681.0,0.0,0.0,23343.0,7117.0
18-09 21:12:13,65.594,9.256,13.481,8.451,0.0,3.219,63946752.0,0.0,62277221.0,218311.0,0.0,0.0,23287.0,8601.0
18-09 21:12:14,45.142,5.870,28.947,17.814,0.0,2.227,76267520.0,0.0,18049174.0,85722.0,0.0,0.0,8009.0,8245.0
18-09 21:12:15,40.845,6.439,30.181,22.334,0.0,0.201,72859648.0,0.0,3390.0,8400.0,0.0,0.0,2943.0,7161.0
18-09 21:12:16,35.282,7.661,35.282,21.371,0.0,0.403,78966784.0,65536.0,4190.0,3250.0,0.0,0.0,3086.0,7663.0
18-09 21:12:17,14.919,2.218,82.460,0.202,0.0,0.202,4194304.0,446464.0,3556.0,10677.0,0.0,0.0,2049.0,4732.0
18-09 21:12:18,2.405,0.802,96.794,0.0,0.0,0.0,0.0,32768.0,5972.0,8300.0,0.0,0.0,1041.0,2439.0
18-09 21:12:19,2.626,0.404,96.970,0.0,0.0,0.0,0.0,0.0,10224.0,9344.0,0.0,0.0,1099.0,2479.0
18-09 21:12:20,1.603,0.802,97.595,0.0,0.0,0.0,0.0,0.0,2595.0,5667.0,0.0,0.0,1012.0,2222.0
18-09 21:12:21,2.012,0.604,97.384,0.0,0.0,0.0,0.0,0.0,4903.0,7667.0,0.0,0.0,1172.0,2392.0
18-09 21:12:22,6.841,0.805,91.348,0.805,0.0,0.201,36864.0,294912.0,11283.0,20125.0,0.0,0.0,2017.0,3905.0
18-09 21:12:23,2.016,0.605,97.379,0.0,0.0,0.0,0.0,0.0,1501.0,5916.0,0.0,0.0,1483.0,2859.0
18-09 21:12:24,1.417,0.405,98.178,0.0,0.0,0.0,0.0,0.0,2050.0,10330.0,0.0,0.0,994.0,2212.0
18-09 21:12:25,2.222,0.202,97.576,0.0,0.0,0.0,0.0,0.0,106.0,354.0,0.0,0.0,1036.0,2286.0
18-09 21:12:26,1.008,0.605,98.387,0.0,0.0,0.0,0.0,0.0,106.0,354.0,0.0,0.0,1050.0,2327.0
18-09 21:12:27,2.209,1.004,94.578,2.209,0.0,0.0,36864.0,389120.0,344.0,879.0,0.0,0.0,1226.0,2632.0
18-09 21:12:28,5.030,0.402,94.567,0.0,0.0,0.0,0.0,0.0,106.0,420.0,0.0,0.0,1340.0,2562.0
18-09 21:12:29,4.618,1.205,94.177,0.0,0.0,0.0,0.0,0.0,2454.0,2423.0,0.0,0.0,1417.0,2656.0
18-09 21:12:30,6.841,0.604,92.555,0.0,0.0,0.0,102400.0,0.0,1488.0,3558.0,0.0,0.0,1382.0,2725.0
18-09 21:12:31,1.996,0.200,97.804,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,995.0,2155.0
18-09 21:12:32,1.811,0.604,97.586,0.0,0.0,0.0,0.0,1150976.0,107.0,319.0,0.0,0.0,1056.0,2250.0
18-09 21:12:33,1.826,0.203,97.566,0.406,0.0,0.0,0.0,172032.0,213.0,844.0,0.0,0.0,1084.0,2309.0
18-09 21:12:34,2.008,1.004,96.988,0.0,0.0,0.0,0.0,0.0,22887.0,18259.0,0.0,0.0,1357.0,2583.0
18-09 21:12:35,1.008,0.605,98.387,0.0,0.0,0.0,0.0,0.0,107.0,385.0,0.0,0.0,1081.0,2312.0
18-09 21:12:36,1.411,0.202,98.387,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1100.0,2365.0
18-09 21:12:37,1.010,1.212,97.778,0.0,0.0,0.0,0.0,46006272.0,313116.0,204598.0,0.0,0.0,1113.0,2369.0
18-09 21:12:38,1.014,1.826,93.306,3.448,0.0,0.406,4096.0,90439680.0,7467273.0,7262810.0,0.0,0.0,2340.0,2829.0
18-09 21:12:39,2.041,2.041,79.796,15.918,0.0,0.204,0.0,91299840.0,12585226.0,11991308.0,0.0,0.0,3333.0,3118.0
18-09 21:12:40,1.212,0.404,93.939,4.242,0.0,0.202,4096.0,66695168.0,1452946.0,1488826.0,0.0,0.0,1432.0,2417.0
18-09 21:12:41,2.303,0.576,97.121,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,1096.0,2420.0
18-09 21:12:42,1.713,0.428,97.859,0.0,0.0,0.0,0.0,0.0,4583.0,2437.0,0.0,0.0,1017.0,2182.0
18-09 21:12:43,37.652,8.300,53.846,0.0,0.0,0.202,0.0,0.0,228270.0,11590.0,0.0,0.0,3504.0,5959.0
18-09 21:12:44,89.537,6.237,4.225,0.0,0.0,0.0,0.0,364544.0,107.0,465.0,0.0,0.0,2697.0,3283.0
18-09 21:12:45,95.010,4.591,0.399,0.0,0.0,0.0,0.0,8192.0,849.0,1308.0,0.0,0.0,2381.0,3095.0
18-09 21:12:46,92.137,5.040,2.823,0.0,0.0,0.0,0.0,0.0,4229.0,5491.0,0.0,0.0,2426.0,3486.0
18-09 21:12:47,93.159,4.225,2.616,0.0,0.0,0.0,0.0,0.0,2645.0,1697.0,0.0,0.0,2405.0,3906.0
18-09 21:12:48,85.371,5.812,8.818,0.0,0.0,0.0,0.0,0.0,12531.0,6542.0,0.0,0.0,2880.0,4947.0
18-09 21:12:49,90.964,4.217,4.618,0.0,0.0,0.201,0.0,114688.0,968981.0,32517.0,0.0,0.0,2590.0,3684.0
18-09 21:12:50,94.366,4.024,1.006,0.0,0.0,0.604,0.0,4096.0,2500572.0,18414.0,0.0,0.0,3055.0,4249.0
18-09 21:12:51,88.105,5.242,4.234,0.0,0.0,2.419,0.0,0.0,44679710.0,294883.0,0.0,0.0,11716.0,4855.0
18-09 21:12:52,78.615,6.314,11.405,0.204,0.0,3.462,20480.0,0.0,89838865.0,330838.0,0.0,0.0,30655.0,5420.0
18-09 21:12:53,83.910,5.906,8.350,0.0,0.0,1.833,0.0,0.0,84211675.0,355155.0,0.0,0.0,30443.0,5924.0
18-09 21:12:54,80.202,6.465,9.899,0.0,0.0,3.434,0.0,53248.0,85431480.0,356233.0,0.0,0.0,39065.0,5160.0
18-09 21:12:55,75.304,12.551,9.109,0.0,0.0,3.036,0.0,851968.0,76878080.0,305852.0,0.0,0.0,31818.0,4400.0
18-09 21:12:56,73.695,12.048,10.040,0.0,0.0,4.217,0.0,0.0,90176380.0,380071.0,0.0,0.0,39615.0,5873.0
18-09 21:12:57,82.892,8.147,5.703,0.0,0.0,3.259,0.0,0.0,99685543.0,388776.0,0.0,0.0,37255.0,4513.0
18-09 21:12:58,80.769,6.275,11.134,0.0,0.0,1.822,122880.0,65536.0,65634125.0,270910.0,0.0,0.0,25462.0,4823.0
18-09 21:12:59,18.367,3.469,77.959,0.0,0.0,0.204,0.0,65536.0,2442.0,6763.0,0.0,0.0,1574.0,2817.0
18-09 21:13:00,0.808,0.202,97.576,1.414,0.0,0.0,0.0,782336.0,213.0,1542.0,0.0,0.0,801.0,1864.0
18-09 21:13:01,1.610,0.201,98.189,0.0,0.0,0.0,0.0,0.0,2429.0,2133.0,0.0,0.0,982.0,2045.0
18-09 21:13:02,1.004,0.602,98.394,0.0,0.0,0.0,0.0,0.0,107.0,1017.0,0.0,0.0,959.0,1975.0
18-09 21:13:03,1.411,0.202,98.387,0.0,0.0,0.0,0.0,0.0,213.0,1542.0,0.0,0.0,1003.0,2091.0
18-09 21:13:04,1.202,0.802,97.796,0.0,0.0,0.200,0.0,0.0,3945.0,5170.0,0.0,0.0,1070.0,2174.0
18-09 21:13:05,1.603,0.401,95.992,2.004,0.0,0.0,0.0,131072.0,3995.0,1916.0,0.0,0.0,1037.0,2227.0
18-09 21:13:06,2.008,0.201,97.791,0.0,0.0,0.0,0.0,0.0,322.0,1542.0,0.0,0.0,1032.0,2208.0
18-09 21:13:07,2.236,0.610,97.154,0.0,0.0,0.0,0.0,0.0,251505.0,54204.0,0.0,0.0,1307.0,2730.0
18-09 21:13:08,3.012,2.209,93.574,0.0,0.0,1.205,0.0,65536.0,21553180.0,81992.0,0.0,0.0,5053.0,3738.0
18-09 21:13:09,1.406,0.402,98.193,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1006.0,2244.0
18-09 21:13:10,10.751,3.448,85.801,0.0,0.0,0.0,0.0,40960.0,225856.0,12621.0,0.0,0.0,2523.0,4742.0
18-09 21:13:11,58.0,3.600,37.600,0.800,0.0,0.0,0.0,311296.0,107.0,392.0,0.0,0.0,2480.0,3151.0
18-09 21:13:12,73.939,4.848,21.212,0.0,0.0,0.0,0.0,0.0,2591.0,3156.0,0.0,0.0,2447.0,3296.0
18-09 21:13:13,57.831,3.614,38.554,0.0,0.0,0.0,0.0,0.0,107.0,825.0,0.0,0.0,1747.0,2576.0
18-09 21:13:14,43.522,10.121,46.356,0.0,0.0,0.0,12288.0,0.0,441353.0,16292.0,0.0,0.0,2056.0,2986.0
18-09 21:13:15,5.859,35.960,58.182,0.0,0.0,0.0,0.0,21299200.0,11261.0,1313.0,0.0,0.0,1340.0,1947.0
18-09 21:13:16,70.161,1.008,28.831,0.0,0.0,0.0,24576.0,151552.0,2313861.0,21743.0,0.0,0.0,2765.0,2738.0
18-09 21:13:17,58.600,2.800,38.400,0.0,0.0,0.200,0.0,32768.0,966435.0,21304.0,0.0,0.0,2575.0,3921.0
18-09 21:13:18,1.006,0.805,98.189,0.0,0.0,0.0,0.0,32768.0,213.0,1194.0,0.0,0.0,695.0,1944.0
18-09 21:13:19,1.210,0.202,98.589,0.0,0.0,0.0,0.0,0.0,126.0,669.0,0.0,0.0,759.0,1819.0
18-09 21:13:20,0.609,0.406,98.986,0.0,0.0,0.0,0.0,1118208.0,390.0,1023.0,0.0,0.0,937.0,1920.0
18-09 21:13:21,0.808,0.202,98.182,0.808,0.0,0.0,0.0,118784.0,213.0,844.0,0.0,0.0,953.0,1957.0
18-09 21:13:22,1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,173.0,319.0,0.0,0.0,940.0,1948.0
18-09 21:13:23,1.008,0.403,98.589,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,964.0,2005.0
18-09 21:13:24,5.040,0.605,93.347,0.806,0.0,0.202,557056.0,8220672.0,150877.0,8236623.0,0.0,0.0,1767.0,2469.0
18-09 21:13:25,1.606,0.402,97.992,0.0,0.0,0.0,0.0,36864.0,107.0,319.0,0.0,0.0,967.0,2063.0
18-09 21:13:26,1.429,0.204,98.367,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,962.0,1993.0
18-09 21:13:27,0.806,0.403,97.581,1.210,0.0,0.0,0.0,36864.0,213.0,778.0,0.0,0.0,935.0,2004.0
18-09 21:13:28,1.408,0.402,98.189,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,979.0,2082.0
18-09 21:13:29,4.628,0.604,94.769,0.0,0.0,0.0,0.0,0.0,1855.0,2400.0,0.0,0.0,1148.0,2291.0
18-09 21:13:30,1.804,0.0,98.196,0.0,0.0,0.0,0.0,2736128.0,213.0,844.0,0.0,0.0,1010.0,2153.0
18-09 21:13:31,2.395,0.399,97.206,0.0,0.0,0.0,0.0,2781184.0,10947.0,10096.0,0.0,0.0,1071.0,2208.0
18-09 21:13:32,1.403,0.601,97.996,0.0,0.0,0.0,0.0,0.0,535.0,1685.0,0.0,0.0,1026.0,2241.0
18-09 21:13:33,2.590,0.598,96.414,0.199,0.0,0.199,0.0,81920.0,345.0,844.0,0.0,0.0,1066.0,2304.0
18-09 21:13:34,2.405,1.202,96.393,0.0,0.0,0.0,0.0,0.0,123329.0,7065.0,0.0,0.0,1345.0,2736.0
18-09 21:13:35,1.616,2.424,95.556,0.0,0.0,0.404,0.0,86016.0,21643956.0,52494.0,0.0,0.0,5197.0,3257.0
18-09 21:13:36,0.810,0.202,98.785,0.0,0.0,0.202,0.0,0.0,213.0,844.0,0.0,0.0,1015.0,2325.0
18-09 21:13:37,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1006.0,2268.0
18-09 21:13:38,0.810,0.202,98.381,0.607,0.0,0.0,0.0,98304.0,149.0,319.0,0.0,0.0,1004.0,2242.0
18-09 21:13:39,1.210,0.403,98.387,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1010.0,2271.0
18-09 21:13:40,1.212,0.606,98.182,0.0,0.0,0.0,0.0,286720.0,107.0,319.0,0.0,0.0,1006.0,2248.0
18-09 21:13:41,1.212,0.404,98.384,0.0,0.0,0.0,0.0,20971520.0,762.0,1253.0,0.0,0.0,1035.0,2326.0
18-09 21:13:42,0.611,0.407,98.982,0.0,0.0,0.0,0.0,0.0,213.0,844.0,0.0,0.0,1002.0,2288.0
18-09 21:13:43,1.207,0.604,98.189,0.0,0.0,0.0,0.0,0.0,107.0,319.0,0.0,0.0,1024.0,2298.0
